PC1	PC2	PC3	PC4	PC5	PC6	PLATFORM	ETHNICITY
0.007	-0.0049	-0.0039	-0.0146	-0.0074	0.002	AFFY	NA
0.0121	0.007	0.0026	0.0011	0	-0.009	AFFY	NA
0.0025	-0.0114	-0.0028	-0.0221	-0.01	-0.0215	AFFY	NA
-0.0156	-0.0386	0.0268	0.0088	-0.0043	0.0009	AFFY	NA
0.0283	0.0153	0.0002	0.0018	-0.0025	-0.0022	AFFY	NA
-0.0043	0.0064	-0.0246	-0.0215	-0.0175	-0.0124	AFFY	NA
0.0015	-0.0019	-0.0016	-0.0117	-0.0061	-0.0183	AFFY	NA
-0.0079	-0.0141	0.0016	-0.0042	-0.0005	0.0045	AFFY	NA
0.0046	-0.0009	-0.0039	-0.0092	-0.0089	-0.0063	AFFY	NA
-0.0067	-0.005	0.0064	-0.0085	-0.008	-0.0219	AFFY	NA
0.0284	0.0193	0.0064	0.0233	0.0029	0.0195	AFFY	NA
-0.0247	-0.0092	-0.0255	0.0033	-0.0143	0.0235	AFFY	NA
0.0209	0.0073	-0.0033	-0.0053	0.0004	0.0008	AFFY	NA
-0.0177	-0.0407	0.0391	0.0218	-0.0003	-0.0093	AFFY	NA
0.0202	0.0069	0.0116	-0.017	0.0032	-0.0078	AFFY	NA
-0.0182	-0.0255	0.0159	0.0145	0.0046	-0.0036	AFFY	NA
0.0025	-0.0096	0.005	0.0046	0.003	0.007	AFFY	NA
0.0155	0.0126	0.0009	0.0052	-0.0034	0.0037	AFFY	NA
0.0137	0.0026	0.003	0.0108	0.0102	0.0334	AFFY	NA
0.0232	0.0099	0.0053	0.0041	-0.0003	-0.0035	AFFY	NA
0.0031	-0.0158	0.0197	0.0108	-0.0004	0.0045	AFFY	NA
0.0383	0.0061	0.0031	0.0259	0.0018	-0.0158	AFFY	NA
-0.0239	-0.0408	0.0324	0.0217	0.0016	-0.0049	AFFY	NA
0.0324	0.0136	0.0033	0.0053	0.0031	0.0025	AFFY	NA
0.0042	0.0034	0.0001	-0.0111	-0.0053	-0.0131	AFFY	NA
-0.0388	-0.0348	-0.0133	0.0566	0.0237	-0.0047	AFFY	NA
0.0146	0.0013	0.0008	-0.0057	-0.0003	0.0011	AFFY	NA
0.0077	-0.0023	-0.0044	-0.0095	0.0014	-0.0093	AFFY	NA
0.0211	0.0062	-0.0047	-0.0018	0.0029	0.0008	AFFY	NA
0.0171	0.0002	0.0148	0.006	0.0043	0.0042	AFFY	NA
0.0302	0.0091	0.0003	0.0074	-0.0013	-0.0037	AFFY	NA
-0.017	-0.0363	0.0281	0.0131	0.006	-0.0028	AFFY	NA
0.0243	0.0092	0.0012	-0.0011	0.0006	-0.0006	AFFY	NA
0.0029	-0.0092	-0.0025	-0.0302	0.006	-0.0014	AFFY	NA
0.0556	0.0366	0.0179	0.0288	-0.0019	0.0249	AFFY	NA
0.0348	0.0129	0.0018	0.0058	-0.0025	0.0003	AFFY	NA
-0.0186	-0.0315	0.0184	0.0046	-0.0018	-0.0052	AFFY	NA
0.0158	0.009	-0.0032	0.004	0.0027	-0.0028	AFFY	NA
-0.0212	-0.0378	0.0311	0.0093	-0.0007	-0.002	AFFY	NA
0.0279	0.0188	-0.0037	0.0013	0.004	0.003	AFFY	NA
-0.0107	-0.0245	0.0188	0.005	-0.0035	0.0081	AFFY	NA
0.0178	0.0046	-0.0032	-0.0058	-0.0041	-0.0092	AFFY	NA
-0.032	-0.0049	0.0123	0.0147	-0.0315	0.0057	AFFY	NA
0.0319	0.0132	0.0036	0.005	0.0191	0.0098	AFFY	NA
0.0206	0.0131	-0.0025	0.0021	0.0027	0.0037	AFFY	NA
-0.0027	-0.0033	-0.0129	-0.016	-0.003	-0.0061	AFFY	NA
0.0029	-0.0087	0.0024	-0.0053	-0.0045	0.003	AFFY	NA
0.0174	0.0053	0.0034	-0.006	-0.0039	-0.0062	AFFY	NA
0.0251	0.0154	0.0043	0.0081	0.0023	0.0007	AFFY	NA
0.026	0.0174	0.0032	0.0075	0.0214	0.0178	AFFY	NA
0.0161	0.0113	-0.0015	0.0072	0.0245	0.0441	AFFY	NA
-0.0126	-0.018	-0.0176	-0.0346	-0.0094	0.013	AFFY	NA
-0.0268	-0.0578	0.0459	0.0212	-0.0154	-0.0249	AFFY	NA
-0.0034	-0.0077	0.0058	0.0004	-0.006	0.0047	AFFY	NA
-0.0174	-0.0117	-0.0381	-0.017	0.0152	-0.012	AFFY	NA
0.033	0.0184	-0.0022	0.0116	0.0038	0.0056	AFFY	NA
0.0243	0.0178	0.0081	0.0092	0.0039	0.0211	AFFY	NA
-0.0012	-0.0162	0.0142	0.0106	0.0013	-0.0024	AFFY	NA
-0.0289	-0.0424	0.037	0.0224	0.001	0.0069	AFFY	NA
0.0174	0.0003	-0.009	0.02	-0.0157	-0.0116	AFFY	NA
0.0153	0.0035	0.0015	-0.0116	-0.011	-0.0212	AFFY	NA
-0.0155	-0.0222	-0.0157	-0.0274	-0.0173	-0.025	AFFY	NA
0.0316	0.019	0.0002	0.0128	-0.022	-0.005	AFFY	NA
-0.022	-0.0246	-0.0221	-0.0577	0.0184	0.0895	AFFY	NA
-0.0216	-0.0346	-0.0364	-0.0556	0.0017	0.0803	AFFY	NA
0.0306	0.0106	0.0005	0.0012	0.006	0.0035	AFFY	NA
0.0148	-0.0037	0.0064	-0.0029	0.0054	0.0048	AFFY	NA
-0.0076	-0.0222	-0.0203	-0.037	0.0151	0.0635	AFFY	NA
0.0387	0.0188	0.0043	0.0078	0.0226	-0.0319	AFFY	NA
-0.0105	-0.0209	0.0054	-0.0147	-0.0128	-0.0061	AFFY	NA
0.0176	0.0036	0.0016	-0.0083	0.007	-0.0078	AFFY	NA
-0.0227	-0.0372	0.0395	0.0188	0.0041	0.003	AFFY	NA
-0.0199	-0.0464	0.0378	0.0191	-0.006	-0.0011	AFFY	NA
0.0054	-0.0026	-0.0003	-0.011	-0.0063	-0.005	AFFY	NA
0.0107	-0.0071	-0.0001	-0.0061	0.0081	0.0062	AFFY	NA
0.0094	-0.0084	-0.0171	-0.0335	0.0116	0.0471	AFFY	NA
-0.0197	-0.0394	0.0374	0.0197	0.0031	0.0044	AFFY	NA
0.0104	0.0071	-0.0026	-0.0004	0.0079	0.0023	AFFY	NA
-0.0196	-0.0403	0.041	0.0234	0.0022	-0.0039	AFFY	NA
0.0325	0.019	-0.0009	0.0017	-0.0153	-0.0116	AFFY	NA
-0.006	-0.0178	-0.016	-0.0603	0.0066	0.0697	AFFY	NA
0.0349	0.0156	0.0096	-0.0118	-0.0203	-0.0337	AFFY	NA
-0.0142	-0.024	0.0196	0.0047	0.0011	0.0012	AFFY	NA
0.0163	0.001	-0.0022	-0.0098	-0.0048	-0.0005	AFFY	NA
0.0076	0.0075	-0.0032	-0.0056	-0.0049	-0.0111	AFFY	NA
-0.0085	-0.027	0.0411	0.0132	0.01	-0.0096	AFFY	NA
0.0286	0.0038	0.0011	-0.003	-0.006	0.0084	AFFY	NA
-0.0508	0.0138	-0.0864	0.0797	-0.0509	-0.0097	AFFY	NA
-0.0195	-0.0237	0.0254	0.0073	0.0007	0.0007	AFFY	NA
-0.0147	-0.0186	0.0139	0.0032	0.0018	-0.0027	AFFY	NA
0.0356	0.0149	0.0047	0.0084	0.001	-0.0021	AFFY	NA
0.0118	-0.0024	-0.0004	0.0014	0.0063	0.001	AFFY	NA
0.01	-0.0011	-0.0048	-0.0169	-0.0133	-0.0179	AFFY	NA
-0.0212	-0.0275	0.0167	0.0031	-0.0042	-0.0065	AFFY	NA
-0.0307	-0.0731	0.0759	0.0687	-0.0021	-0.0045	AFFY	NA
0.018	0.0025	-0.0023	-0.0001	0.0007	0.0006	AFFY	NA
0.0221	0.0105	0.0051	0.0057	0.0008	-0.002	AFFY	NA
0.0422	0.0241	0.0056	0.0072	0.0076	-0.0065	AFFY	NA
0.0279	0.0051	-0.0137	0.016	-0.0046	-0.0083	AFFY	NA
-0.0195	-0.0427	0.0355	0.0208	-0.0006	-0.0091	AFFY	NA
0.0113	0.0121	0.003	-0.0003	-0.0026	0.0048	AFFY	NA
-0.0004	-0.0024	-0.0036	-0.0124	-0.0112	-0.015	AFFY	NA
-0.0364	-0.0134	-0.0106	-0.0582	0.003	0.0915	AFFY	NA
-0.0197	-0.0295	0.027	0.0088	0.0001	-0.0002	AFFY	NA
0.0264	0.0155	0.001	0.0039	0.0043	0.0039	AFFY	NA
0.0314	0.0077	0.0056	0.0167	0.0107	-0.0178	AFFY	NA
0.0264	0.0011	-0.002	-0.0097	-0.006	-0.0249	AFFY	NA
0.0271	0.0215	0.0162	0.0052	-0.0049	-0.0023	AFFY	NA
-0.018	-0.0368	0.0289	0.0146	0.0023	-0.0045	AFFY	NA
-0.0147	0.0009	0.0093	-0.0022	0.0037	0.0134	AFFY	NA
-0.0307	-0.0105	0.002	0.0171	-0.0032	0.0013	AFFY	NA
0.0396	0.0203	0.01	0.0115	0.0082	-0.0015	AFFY	NA
0.0184	0.0041	0.001	-0.0001	0.0035	-0.0051	AFFY	NA
0.0069	0.0042	-0.0049	0.0019	-0.001	0.007	AFFY	NA
-0.0047	0.0001	-0.0042	-0.0045	0.0029	0.0069	AFFY	NA
0.0202	0.0053	-0.0014	-0.0054	0.0404	0.0328	AFFY	NA
0.0113	0.0073	0.0018	0.0048	0.0044	0.0016	AFFY	NA
-0.0196	-0.0431	0.041	0.0212	0.0055	-0.0004	AFFY	NA
-0.0118	-0.0138	-0.0099	-0.0284	-0.0174	-0.0424	AFFY	NA
0.0068	-0.0036	-0.0005	-0.0232	0.0067	0.0421	AFFY	NA
0.0191	0.0082	0.0017	0.0035	0.0047	0.0092	AFFY	NA
0.0342	0.0107	-0.0001	0.0232	0.0171	-0.0055	AFFY	NA
0.031	0.0077	0.0031	0.0105	0.0066	0.0002	AFFY	NA
-0.0115	-0.0114	-0.0089	-0.0279	-0.0167	-0.0292	AFFY	NA
0.0092	0.0033	-0.0036	-0.0148	-0.0055	-0.0277	AFFY	NA
0.0265	0.0118	-0.0032	0.0065	-0.0035	0.0013	AFFY	NA
0.0113	-0.0047	0.0026	0.0043	-0.016	-0.021	AFFY	NA
-0.0095	-0.0074	-0.0054	-0.0165	-0.0072	-0.0202	AFFY	NA
-0.0255	-0.0326	0.024	0.01	0.0027	0.0015	AFFY	NA
0.0201	0.0109	0.0009	-0.0011	-0.0015	0.001	AFFY	NA
-0.0243	-0.029	-0.0148	-0.0405	0.0059	0.0583	AFFY	NA
0.0094	-0.0147	0.0191	0.0159	0.0036	-0.0048	AFFY	NA
0.0197	0.0021	-0.0019	0.0022	0.0024	0.0082	AFFY	NA
0.0042	-0.0011	0.0076	-0.0134	-0.0062	-0.0105	AFFY	NA
-0.0255	-0.0483	0.0458	0.0225	-0.0053	-0.0055	AFFY	NA
0.0162	-0.0003	-0.0047	-0.0026	-0.0046	-0.0106	AFFY	NA
-0.0149	-0.0228	0.0108	-0.0197	-0.0172	-0.0183	AFFY	NA
-0.0061	-0.0063	-0.0102	-0.0172	-0.0137	-0.0248	AFFY	NA
0.0298	0.0122	0.0053	0.0035	-0.0028	0.0028	AFFY	NA
0.0034	-0.0092	0.0055	0.0033	0.0101	-0.0065	AFFY	NA
-0.0242	-0.0391	0.0366	0.02	0.0048	-0.0031	AFFY	NA
0.022	0.0111	0.0049	0.0042	0.0069	0.005	AFFY	NA
-0.0133	-0.0189	0.0067	-0.0112	-0.0092	-0.0171	AFFY	NA
0.0425	0.0186	0.0107	0.0251	0.0057	0.0088	AFFY	NA
-0.0264	-0.0326	0.0228	0.0051	0.0019	0.0103	AFFY	NA
-0.0199	-0.0339	0.0196	0.0081	0.0036	0.0055	AFFY	NA
-0.0221	-0.0311	0.0217	0.011	-0.0005	0.0056	AFFY	NA
0.031	0.0141	0.004	0.0048	-0.0002	-0.0018	AFFY	NA
-0.01	-0.009	-0.0001	-0.0136	-0.009	-0.0209	AFFY	NA
0.003	-0.02	-0.0004	-0.0169	-0.0235	-0.03	AFFY	NA
-0.0159	-0.0307	0.0185	0.0006	-0.0046	-0.01	AFFY	NA
0.0183	0.0066	0.0053	0.0043	-0.0014	-0.0022	AFFY	NA
-0.0068	-0.0128	-0.0009	-0.0219	-0.0072	-0.0118	AFFY	NA
0.0198	0.0201	0.0028	0.0059	-0.0075	0.0032	AFFY	NA
0.0255	0.0156	-0.0002	0.0029	0.003	-0.0012	AFFY	NA
0.0095	-0.0022	-0.0035	0.0049	0.0095	0.0007	AFFY	NA
0.0264	0.0033	0.0029	0.007	0.0029	-0.0044	AFFY	NA
0.0293	0.0072	0.0009	0.0103	-0.0055	0.0189	AFFY	NA
0.0198	0.0115	0.0019	0.0003	0.0005	-0.0016	AFFY	NA
0.0175	0.0105	0.001	-0.0059	-0.0025	-0.0064	AFFY	NA
-0.0179	-0.0309	-0.0209	-0.0561	0.0108	0.0731	AFFY	NA
-0.012	-0.0153	-0.0131	-0.019	-0.0105	-0.0293	AFFY	NA
-0.0201	-0.0392	0.028	0.0123	-0.004	0.0003	AFFY	NA
0.0039	-0.0016	0.0122	0.0045	0.0016	0.0025	AFFY	NA
-0.0092	-0.0205	0.0069	-0.0023	0.0001	-0.0017	AFFY	NA
-0.0066	-0.0084	-0.0104	-0.0179	-0.0122	-0.0227	AFFY	NA
-0.0102	-0.0274	0.0119	0.0106	0.007	-0.0043	AFFY	NA
-0.0189	-0.0363	0.0292	0.011	0.002	-0.0036	AFFY	NA
-0.0237	-0.0442	0.0415	0.0234	0.0032	-0.0028	AFFY	NA
-0.0319	-0.0501	0.0372	-0.0008	-0.03	0.0092	AFFY	NA
0.0073	0.0014	0.0016	0.0033	0.002	0.0051	AFFY	NA
-0.0099	-0.0084	-0.0071	-0.0215	-0.0065	0.0003	AFFY	NA
0.0371	0.0078	0.0007	0.005	-0.0016	-0.0031	AFFY	NA
-0.0222	-0.0411	0.0361	0.0138	-0.0031	0.0019	AFFY	NA
0.0117	-0.0052	0.0071	0.015	-0.0005	0.002	AFFY	NA
-0.0165	-0.0379	0.0357	0.0154	0.0051	-0.0038	AFFY	NA
0.0347	0.0204	0.009	0.0172	0.0153	-0.0119	AFFY	NA
0.0029	0.0223	-0.0048	-0.0069	-0.016	-0.0053	AFFY	NA
0.0294	0.0047	-0.0181	0.0212	0.0134	0.0179	AFFY	NA
-0.0175	0.0034	-0.0008	-0.0178	-0.0076	-0.0025	AFFY	NA
0.0195	0.0084	-0.0014	0.0047	0.001	-0.0019	AFFY	NA
0.0112	0.0033	0.0007	0.0005	0.0098	0.0043	AFFY	NA
-0.0242	-0.0226	-0.0204	-0.0442	0.0084	0.0516	AFFY	NA
-0.0257	-0.0224	0.0087	0.0252	-0.0005	-0.0013	AFFY	NA
-0.0224	-0.0362	0.0189	0.0007	-0.0012	0.0015	AFFY	NA
-0.04	0.0086	-0.0267	-0.0221	0.001	0.0112	AFFY	NA
0.0071	-0.0068	-0.0022	0.0061	-0.0022	0.0009	AFFY	NA
-0.0152	-0.0363	0.0213	0.0026	-0.0057	0.0071	AFFY	NA
0.0392	0.0176	0.0106	0.0125	0.009	0.0152	AFFY	NA
0.0119	0.0062	0.0012	-0.0083	0.0092	0.0096	AFFY	NA
-0.0023	-0.0126	0.0153	0.0061	0.0032	0.0013	AFFY	NA
0.0009	-0.0083	-0.0053	-0.0219	-0.0104	-0.0022	AFFY	NA
0.0126	0.0041	-0.0078	-0.0049	-0.0079	-0.0058	AFFY	NA
-0.012	-0.0161	-0.0069	-0.025	-0.0021	-0.006	AFFY	NA
0.0324	0.0068	0.0022	0.0016	-0.0004	-0.0007	AFFY	NA
-0.0195	-0.0206	0.0129	-0.0068	-0.0095	-0.0089	AFFY	NA
0.0107	0.0033	-0.0037	0.002	0.0022	0.0016	AFFY	NA
-0.0102	-0.0268	0.0315	0.0109	-0.0055	-0.008	AFFY	NA
0.0244	-0.0032	-0.0148	-0.0206	-0.0013	0.0249	AFFY	NA
-0.0161	-0.0193	-0.0013	-0.0145	-0.0094	-0.0131	AFFY	NA
0.0016	-0.0094	-0.009	-0.0121	-0.0002	-0.0038	AFFY	NA
-0.0283	-0.0409	0.0437	0.0218	0.0058	-0.0057	AFFY	NA
0.0142	0.004	-0.0053	-0.0122	0.0038	0.01	AFFY	NA
0.0315	0.0099	0.0009	0.0147	-0.0085	0.0178	AFFY	NA
-0.0191	-0.0201	0.0082	-0.0038	0.0038	0.0162	AFFY	NA
0.0276	0.006	0.0002	-0.0013	-0.0028	0.0026	AFFY	NA
-0.0005	-0.0075	-0.0152	-0.0114	-0.0043	-0.009	AFFY	NA
0.0287	0.0102	-0.0027	0.0057	-0.0029	0.0028	AFFY	NA
0.0119	-0.0081	-0.003	-0.0068	-0.0196	0.0035	AFFY	NA
-0.0172	-0.0272	0.0286	0.0043	-0.0031	-0.0103	AFFY	NA
-0.0026	-0.0124	-0.0035	-0.0168	-0.0031	-0.0063	AFFY	NA
0.012	-0.0186	0.033	0.0275	0.0096	0.015	AFFY	NA
-0.0412	-0.0074	-0.0102	0.0625	0.0012	0.0108	AFFY	NA
0.0413	0.0194	0.0122	0.0156	0.0126	-0.0267	AFFY	NA
-0.0197	-0.0315	0.0327	0.01	-0.0008	-0.0017	AFFY	NA
0.0162	0.0058	-0.0078	0.0006	-0.0007	-0.0015	AFFY	NA
-0.0221	-0.0409	0.0364	0.0219	0.0013	-0.0077	AFFY	NA
0.0265	0.0105	-0.0066	-0.0031	-0.0002	-0.0025	AFFY	NA
0.0099	-0.0097	0.0015	-0.0015	-0.0032	-0.0034	AFFY	NA
0.0047	-0.0008	-0.0038	-0.0083	-0.0086	-0.0127	AFFY	NA
-0.0488	0.0087	-0.0655	0.0702	-0.0466	-0.0032	AFFY	NA
0.0168	0.0101	-0.0005	0.0038	-0.0006	-0.0008	AFFY	NA
-0.0078	-0.0227	0.0274	0.0158	-0.0018	-0.006	AFFY	NA
-0.0028	-0.0041	0.0035	-0.0003	-0.0096	-0.001	AFFY	NA
0.0198	0.0079	0.0007	0.0033	-0.0015	-0.0035	AFFY	NA
-0.0214	-0.0392	0.0328	0.0101	-0.0002	-0.0064	AFFY	NA
0.0041	-0.0048	-0.0026	-0.0128	-0.0026	-0.0003	AFFY	NA
0.0343	0.0177	0.0103	0.0057	0.0015	0.0223	AFFY	NA
-0.0185	-0.0346	0.0366	0.0238	-0.0004	-0.0088	AFFY	NA
-0.0167	-0.0127	0.0001	-0.0089	-0.0042	-0.0044	AFFY	NA
0.0264	0.0069	0.0044	-0.0004	0.0069	0.0019	AFFY	NA
-0.0072	-0.0161	-0.0006	-0.0229	-0.0047	-0.0211	AFFY	NA
-0.0206	-0.0397	0.0398	0.0165	0.0025	-0.0024	AFFY	NA
-0.0467	0.0084	-0.0755	0.0715	-0.0292	-0.0145	AFFY	NA
0.0235	0.005	0.0042	0.0004	0.0013	0	AFFY	NA
0.0215	0.0116	-0.0001	-0.0014	-0.0007	-0.0002	AFFY	NA
-0.0047	-0.0056	-0.0094	-0.0165	-0.0052	-0.0202	AFFY	NA
0.0075	0.0067	-0.0066	-0.009	0.0018	0.0125	AFFY	NA
-0.0373	0.0183	-0.0404	0.0473	-0.0159	-0.0267	AFFY	NA
-0.0091	-0.0143	-0.008	-0.0169	0.0002	-0.0032	AFFY	NA
-0.0251	-0.0008	0.0002	-0.053	-0.0218	-0.0115	AFFY	NA
0.0144	0.003	-0.0076	-0.0068	0.0181	-0.0196	AFFY	NA
-0.0224	-0.0399	0.0298	0.0144	0.004	0.002	AFFY	NA
0.0232	0.0141	0.0043	0.0217	-0.0245	0.0355	AFFY	NA
-0.0108	-0.0187	-0.0285	-0.0405	0.0013	0.0676	AFFY	NA
-0.0272	-0.0363	0.042	0.0179	0.0006	-0.0008	AFFY	NA
0.0241	0.0109	-0.0046	-0.0046	-0.0008	0.0013	AFFY	NA
-0.0032	-0.0172	-0.0067	-0.0273	-0.0139	-0.024	AFFY	NA
0.0183	0.004	0.002	-0.0027	0.0084	0.0025	AFFY	NA
0.0256	0.0129	0.0076	0.0001	0.0026	0.0018	AFFY	NA
-0.0238	-0.0354	0.0247	0.0116	0.0027	0.0009	AFFY	NA
-0.0114	-0.0309	0.0354	0.0183	0.0027	0	AFFY	NA
-0.0161	0.0032	-0.0175	0.0157	0.0038	0.0008	AFFY	NA
-0.0139	-0.0276	0.0163	0.0053	-0.0025	0.0051	AFFY	NA
0.0238	0.0143	0.0085	0.0123	0.0053	0.0038	AFFY	NA
0.0329	0.0226	0.0048	0.0027	0.0008	-0.0021	AFFY	NA
0.037	0.0077	0.0074	-0.0029	0.0211	-0.028	AFFY	NA
0.0271	0.0174	0.0002	-0.0015	0.0067	0.0076	AFFY	NA
-0.0093	-0.0135	0.0093	-0.0104	-0.0072	-0.014	AFFY	NA
-0.0238	-0.0464	0.0436	0.006	0.0023	-0.013	AFFY	NA
-0.0248	-0.0414	0.0388	0.0092	0.0039	0.0005	AFFY	NA
-0.0195	-0.041	0.0355	0.0237	-0.001	0.0008	AFFY	NA
-0.0228	-0.0469	0.036	0.0078	-0.0238	-0.0413	AFFY	NA
0.0356	0.0148	0.0037	0.0121	-0.0013	-0.0026	AFFY	NA
0.015	0.0065	-0.0074	-0.0005	0.0067	-0.0014	AFFY	NA
0.0273	0.0157	0.0135	0.0063	-0.0023	0.0071	AFFY	NA
0.0248	0.0141	0.0058	0.0056	0.0002	0.0194	AFFY	NA
-0.0191	-0.0205	0.0025	-0.015	-0.0122	-0.0266	AFFY	NA
0.0099	0.005	0.002	-0.0023	0.0013	0.0017	AFFY	NA
-0.0043	-0.0148	-0.0004	-0.0155	-0.0075	0.0006	AFFY	NA
-0.0182	-0.033	0.0123	0.005	0.0074	0.0096	AFFY	NA
0.0217	0.0101	0.0028	0.003	0.0074	0.0038	AFFY	NA
0.0228	0.0069	-0.0006	0.0035	0.0037	-0.0079	AFFY	NA
0.0274	0.016	0.0023	0.0148	-0.0019	0.0022	AFFY	NA
-0.0231	-0.0203	-0.0074	-0.0804	-0.0308	-0.0614	AFFY	NA
-0.0181	-0.0188	0.0078	-0.0125	-0.0089	-0.0144	AFFY	NA
-0.0138	-0.0068	-0.0062	-0.0323	-0.0089	-0.0322	AFFY	NA
0.0272	0.007	-0.0008	0	-0.0033	-0.0049	AFFY	NA
-0.0383	0.0007	-0.0805	0.0706	-0.0216	0.0063	AFFY	NA
-0.0188	-0.0155	0.0058	-0.011	-0.0009	-0.0049	AFFY	NA
0.0028	-0.0204	0.0213	0.0161	-0.0059	-0.005	AFFY	NA
-0.0272	-0.0427	0.0384	0.0001	0.0018	0.0001	AFFY	NA
0.017	0.0115	0.0062	0.005	-0.0003	-0.0091	AFFY	NA
0.0027	0.0069	-0.0005	0.0052	-0.0014	0.002	AFFY	NA
-0.0154	-0.014	-0.0108	-0.0264	-0.0128	-0.0373	AFFY	NA
-0.018	-0.0487	0.0425	0.0183	0.0053	-0.0021	AFFY	NA
0.0252	0.0015	-0.0018	0.0102	0.0009	0.0018	AFFY	NA
0.0282	0.0072	-0.0029	0.0021	0.001	0.001	AFFY	NA
-0.0136	-0.0178	0.0058	0.0012	0.0032	0.0095	AFFY	NA
0.0146	0.011	0.0012	-0.0059	-0.001	-0.0004	AFFY	NA
-0.0258	-0.063	0.0755	0.0412	0.0064	-0.012	AFFY	NA
0.0223	0.0099	0.0051	-0.0005	0.0014	-0.0055	AFFY	NA
-0.0218	-0.0138	0.0069	0.0015	-0.0045	0.0038	AFFY	NA
0.0244	0.0094	-0.0016	-0.0023	-0.0005	-0.0064	AFFY	NA
0.0556	0.0299	0.0009	0.0336	0.0125	0.0156	AFFY	NA
-0.0009	-0.0044	-0.0029	-0.0213	-0.0037	-0.0185	AFFY	NA
-0.0115	-0.0155	-0.0129	-0.0252	-0.0112	-0.0245	AFFY	NA
-0.0245	-0.0437	0.0473	0.0188	-0.0017	-0.0075	AFFY	NA
-0.0234	-0.0348	0.0325	0.0211	-0.0036	-0.0051	AFFY	NA
-0.0196	-0.0427	-0.0351	-0.0712	0.0131	0.0684	AFFY	NA
0.018	0.0027	0.0064	-0.0005	0.0046	-0.0004	AFFY	NA
-0.0205	-0.0467	0.0443	0.024	0.0043	-0.0069	AFFY	NA
0.0038	-0.0001	-0.0019	-0.0062	-0.0029	0.005	AFFY	NA
-0.019	-0.0328	0.0247	0.0012	0.0039	0.0111	AFFY	NA
-0.0229	-0.0318	0.0335	0.0141	-0.0033	0.0003	AFFY	NA
-0.0052	0.0055	-0.0424	0.0125	-0.0251	0.0076	AFFY	NA
-0.019	-0.0442	0.0404	0.019	0.0042	-0.0028	AFFY	NA
-0.0139	-0.0257	0.0191	0.002	0.0051	-0.0005	AFFY	NA
-0.019	-0.0214	0.0012	-0.0099	-0.0012	0.0063	AFFY	NA
0.0052	-0.006	-0.0013	-0.0055	-0.0084	-0.0126	AFFY	NA
0.0015	-0.0151	-0.0077	-0.0499	-0.0368	-0.0329	AFFY	NA
0.0113	0.0037	-0.0059	0.0031	0.0014	0.009	AFFY	NA
-0.0153	-0.0169	-0.0118	-0.0275	-0.0237	-0.0445	AFFY	NA
0.0305	0.0127	0.0048	0.004	0.0008	-0.0031	AFFY	NA
-0.023	-0.0296	0.0167	0.0058	-0.0012	-0.0054	AFFY	NA
0.0281	0.0139	0.0021	-0.0008	0.001	-0.0062	AFFY	NA
0.0213	0.003	-0.0023	0.0044	-0.0046	-0.0013	AFFY	NA
0.018	-0.0012	-0.0035	-0.0001	0.0008	-0.0013	AFFY	NA
-0.0216	-0.0412	0.0329	0.0163	0.0022	0.0048	AFFY	NA
-0.0213	-0.0345	0.0312	0.0172	0.0084	-0.0027	AFFY	NA
-0.002	-0.0122	0.0059	-0.0008	0.0039	0.0045	AFFY	NA
-0.0218	-0.0416	0.038	0.0172	0.0004	-0.0013	AFFY	NA
-0.0067	-0.0168	0.0083	-0.0045	-0.0055	0.0168	AFFY	NA
0.0254	0.0075	0.0052	0.0054	0.0038	0.0087	AFFY	NA
0.0306	0.0107	-0.0021	-0.0101	0.0012	0.0014	AFFY	NA
-0.0155	-0.0133	-0.0079	-0.0222	-0.0116	-0.025	AFFY	NA
-0.0263	-0.0445	0.0511	0.0221	-0.002	-0.0008	AFFY	NA
0.0017	-0.005	-0.0158	-0.0335	0.0159	0.0427	AFFY	NA
0.0355	0.0146	-0.0026	0.0117	-0.0023	-0.0332	AFFY	NA
-0.0137	-0.015	-0.0041	-0.0239	-0.0124	-0.0283	AFFY	NA
-0.0182	-0.0293	0.0077	-0.0049	-0.0011	0.0052	AFFY	NA
0.0131	0.0023	0.0014	-0.0077	-0.0032	0.0021	AFFY	NA
0.0316	0.0125	-0.0012	-0.0003	0.0015	-0.0004	AFFY	NA
-0.0008	-0.0087	-0.0068	-0.0278	-0.016	-0.0218	AFFY	NA
-0.0041	-0.0092	-0.0118	-0.0206	-0.0152	-0.0259	AFFY	NA
0.0049	0.0127	-0.0157	-0.0066	-0.0028	0.0428	AFFY	NA
0.0213	0.0129	0.0053	0.0022	0.0081	-0.0035	AFFY	NA
0.0256	0.0164	-0.0023	0.0026	0.0011	-0.0159	AFFY	NA
-0.0227	-0.0317	0.0334	0.0172	0.0034	-0.0061	AFFY	NA
-0.004	-0.0315	0.0417	0.0503	0.0042	-0.0027	AFFY	NA
-0.0133	-0.0361	0.0187	0.0004	-0.0046	-0.019	AFFY	NA
0.0126	0.0067	0.0014	-0.0119	-0.0103	-0.0146	AFFY	NA
-0.0199	-0.0326	0.0338	0.0164	-0.0014	-0.011	AFFY	NA
-0.0168	-0.0476	0.0489	0.0163	-0.0002	-0.0126	AFFY	NA
0.006	-0.0089	-0.0238	-0.0423	-0.0316	-0.0364	AFFY	NA
0.0043	-0.0042	-0.0113	-0.0145	-0.0104	-0.0312	AFFY	NA
