PC1	PC2	PC3	PC4	PC5	PC6	PLATFORM	ETHNICITY
0.0254	0.0111	0.0051	0.0037	0.0023	0.0061	AFFY	2
0.0158	0.008	-0.0011	0	-0.0023	0.0012	AFFY	2
0.0189	0.0124	0.0038	-0.0012	-0.0022	0.0052	AFFY	2
0.009	-0.0023	-0.002	-0.0051	0.0031	0.0039	AFFY	2
0.0166	0.0193	0.0095	-0.0124	-0.0345	0.0258	AFFY	2
0.0281	0.0066	0.0056	-0.0014	-0.0017	-0.0042	AFFY	2
0.0063	0.0008	-0.0056	-0.0089	0.0026	0.0122	AFFY	2
0.0162	0.004	-0.0049	-0.0024	0.0072	0.002	AFFY	2
0.0349	0.0142	0.0045	0.009	-0.0044	0.0012	AFFY	2
0.0058	0.0073	-0.0035	0.0008	-0.0019	-0.0013	AFFY	2
0.0117	-0.0018	-0.001	-0.0098	-0.0039	-0.0101	AFFY	2
0.0241	0.0119	0.0042	0.0018	0.0011	-0.0063	AFFY	2
0.019	0.0013	-0.0024	-0.0006	-0.0036	0.0096	AFFY	2
0.0208	0.0003	0.0012	0.005	-0.0028	-0.0005	AFFY	2
0.0194	0.002	0.0006	-0.0017	-0.0047	-0.0044	AFFY	2
0.0265	0.0037	-0.0044	-0.0154	-0.0035	-0.0113	AFFY	2
0.0368	0.0084	-0.0034	0.0089	0.0065	0.0068	AFFY	2
0.0025	-0.0053	-0.0019	-0.0078	0.0033	0.0058	AFFY	2
0.0104	0.0052	-0.0008	-0.0005	0.0031	0.0026	AFFY	2
0.0402	0.0105	0.0041	0.0031	0.0143	0.0163	AFFY	2
0.0335	0.0184	0.0022	0.0109	0.0025	0.0022	AFFY	2
0.0208	0.0132	-0.0073	0.0012	0.0041	-0.0012	AFFY	2
0.0081	0.0152	0.0011	0.005	-0.0022	-0.0061	AFFY	2
-0.0099	-0.019	0.0138	0.003	0.0053	0.0019	AFFY	2
-0.0038	-0.0042	-0.0109	-0.0105	0.0016	0.001	AFFY	2
0.0201	0.0081	0.0034	0.002	-0.0016	0.0024	AFFY	2
-0.001	-0.0035	0.0027	-0.0023	-0.0025	-0.0026	AFFY	2
0.0134	0.0052	-0.001	-0.0088	-0.0108	-0.0255	AFFY	2
0.029	0.0016	-0.0005	-0.0037	0.0059	-0.0016	AFFY	2
0.011	-0.0035	-0.0065	-0.005	0.0011	0.0029	AFFY	2
0.0059	-0.0011	0.0017	0.0009	0.0014	0.0076	AFFY	2
0.0307	0.0172	0.002	-0.0009	-0.0042	-0.0027	AFFY	2
0.0164	-0.0002	-0.0048	0.0022	0.0017	0.0017	AFFY	2
0.0077	-0.0088	0.002	-0.0004	-0.0026	-0.0071	AFFY	2
0.0234	0.0182	-0.0023	-0.0052	-0.0162	-0.0147	AFFY	2
0.0075	-0.0025	0.0008	-0.0077	-0.0059	-0.0019	AFFY	2
0.0101	0.0035	0.0008	-0.0022	-0.0034	0.0053	AFFY	2
0.0251	-0.0006	-0.0044	-0.0056	0.0233	-0.0098	AFFY	2
0.0389	0.0117	0.0079	-0.0126	0.0057	0.0266	AFFY	2
0.0255	0.0038	-0.0024	-0.0034	0.0034	-0.0021	AFFY	2
0.0249	0.0065	0.001	0.0035	0.0003	-0.0019	AFFY	2
0.0404	0.02	0.0181	0.0224	0.0208	0.0047	AFFY	2
0.0072	0.0066	-0.0119	-0.0135	0.0013	-0.0103	AFFY	2
0.0203	0.0092	-0.0064	-0.0141	0.0045	0.0008	AFFY	2
0.0226	0.0161	-0.0023	-0.0001	0.0027	0.0019	AFFY	2
0.0045	-0.0001	-0.0025	-0.0096	-0.0062	-0.0163	AFFY	2
0.0401	0.0091	-0.0016	0.0065	-0.0127	-0.0263	AFFY	2
0.0155	0.0002	-0.0026	-0.0028	-0.0052	-0.0088	AFFY	2
0.0226	0.0096	0.0001	0.0053	-0.0047	0.0027	AFFY	2
0.0045	-0.0076	0.0065	0.0039	-0.0059	0.0031	AFFY	2
0.0118	-0.0003	0.0017	-0.0043	-0.004	-0.0028	AFFY	2
0.0133	0.0047	-0.0062	0.001	0.0037	0.0091	AFFY	2
0.0176	0.0098	-0.0089	0.0041	0.0027	0.0046	AFFY	2
-0.0016	-0.0142	-0.0172	-0.0432	-0.0221	-0.0131	AFFY	2
0.0007	-0.0043	0.0075	0.0053	0	-0.0009	AFFY	2
0.0051	-0.0059	0.0022	0.0012	-0.0085	-0.0121	AFFY	2
0.0039	-0.0105	0.0255	0.0165	0.0042	0.0164	AFFY	2
-0.003	-0.0129	-0.0074	-0.0209	-0.0251	-0.0688	AFFY	2
-0.0036	-0.0239	0.0248	0.0162	0.0039	-0.0062	AFFY	2
-0.0135	-0.0258	0.0208	0.0102	-0.0008	0.0017	AFFY	2
0.0004	0.0141	-0.0004	0.0036	-0.0001	0.0014	AFFY	2
0.0107	0.006	-0.0055	0.0047	-0.0091	0.0049	AFFY	2
0.0082	0.009	0.0001	-0.0068	-0.0043	0.0043	AFFY	2
0.0149	0.0018	0.002	0.0051	-0.0015	0.0125	AFFY	2
0.0132	-0.0002	-0.003	-0.005	-0.0024	-0.0115	AFFY	2
-0.0004	0.0012	-0.0002	-0.0057	0.0019	0.0004	AFFY	2
0.0119	-0.014	0.0071	-0.0031	0.0038	0.0064	AFFY	2
-0.0083	-0.022	0.0131	0.0004	-0.0041	-0.0003	AFFY	2
0.0083	-0.0023	-0.0098	0.0002	0.0017	0.0008	AFFY	2
0.0256	0.0039	0.0072	0.0001	-0.0012	-0.0019	AFFY	2
-0.0083	-0.0134	-0.0083	-0.0086	0.0053	0.0035	AFFY	2
0.0121	-0.0063	-0.0021	0.0001	-0.0023	-0.0007	AFFY	2
0.0358	0.0212	0.006	0.0047	-0.0006	0.0079	AFFY	2
0.0049	-0.0008	-0.0034	-0.0037	-0.0092	-0.0137	AFFY	2
0.0307	0.0111	-0.0001	0.0137	0.0063	0.0009	AFFY	2
0.0088	-0.0031	-0.0069	-0.0065	-0.0002	0.0108	AFFY	2
0.0083	-0.0017	-0.0045	-0.0041	-0.0002	-0.004	AFFY	2
0.0256	0.0092	0.003	0.0014	0.005	-0.0002	AFFY	2
0.0358	0.0222	-0.0006	0.0076	-0.0283	0.0075	AFFY	2
0.0154	-0.0034	-0.0056	-0.0002	-0.0301	-0.0141	AFFY	2
0.0174	0.0015	0.0039	-0.0026	0.0016	0.004	AFFY	2
-0.0134	-0.0171	-0.0014	-0.0182	-0.0023	0.005	AFFY	2
-0.0219	-0.0283	0.0251	0.0135	-0.0028	-0.0054	AFFY	2
0.0033	0.0012	0.0032	-0.0051	0.0015	-0.0009	AFFY	2
0.0247	0.0093	0.0014	-0.0045	-0.0023	-0.0059	AFFY	2
0.0137	0.0045	-0.0052	-0.0051	-0.0083	0.002	AFFY	2
-0.0107	-0.0272	0.0162	0.0018	-0.0027	0.0044	AFFY	2
0.014	-0.0023	0.0048	-0.0015	0.0064	0.0039	AFFY	2
0.0087	-0.0069	-0.0015	-0.0089	-0.0073	-0.0102	AFFY	2
0.0158	-0.0084	-0.0003	-0.0127	-0.0283	-0.0097	AFFY	2
0.0223	0.0072	-0.0026	-0.0142	-0.0061	0.0202	AFFY	2
0.0349	0.0275	0.0098	0.0179	0.0203	0.0019	AFFY	2
0.0293	0.0115	0.0021	0.0076	0.0052	0.0041	AFFY	2
-0.0054	-0.0281	0.0024	-0.0071	-0.0053	-0.0137	AFFY	2
0.0097	0.0069	0.0042	0.0047	-0.0057	0.0063	AFFY	2
0.0232	0.0018	-0.0093	-0.0195	-0.0042	-0.0114	AFFY	2
-0.0075	0.0108	-0.0162	0.0152	-0.0042	0.0034	AFFY	2
-0.0102	-0.0215	-0.0004	-0.0318	-0.0139	-0.0419	AFFY	2
0.0204	0.0057	0.0016	0.0046	0.0025	-0.0017	AFFY	2
0.0275	0.0153	0.0044	-0.0054	-0.0003	-0.0013	AFFY	2
0.0261	0.0082	0.0028	-0.0006	0.0015	-0.0038	AFFY	2
0.0098	0.0062	-0.0004	0.0006	-0.0028	-0.0123	AFFY	2
0.0075	0.0046	0.003	0.0003	-0.0002	0.0008	AFFY	2
0.0252	0.0168	0.0081	0.0022	0.0092	-0.0008	AFFY	2
0.0061	-0.0065	0.0091	-0.0087	-0.0003	-0.003	AFFY	2
0.0058	-0.0033	-0.0093	0.0033	0	-0.0003	AFFY	2
-0.0018	-0.007	-0.0038	-0.0097	0.0053	0.0052	AFFY	2
-0.0157	-0.0215	0.002	-0.0108	-0.0239	0.0155	AFFY	2
-0.0099	-0.0091	-0.0051	-0.018	-0.0015	-0.0139	AFFY	2
0.0304	0.011	-0.0014	0.0034	0.0118	-0.0061	AFFY	2
0.0212	0.0102	-0.001	0.0046	-0.0003	0.0079	AFFY	2
0.0093	0.0086	-0.0018	0.0024	0.0007	-0.0019	AFFY	2
0.0196	0.0098	-0.0103	0.0228	0.0011	-0.025	AFFY	2
0.0037	0.0016	0.0016	-0.0077	-0.0088	-0.0068	AFFY	2
0.0337	0.0198	0.0041	0.0091	-0.006	0.0049	AFFY	2
0.0135	-0.0022	0.0062	0.0024	0.0072	0.0013	AFFY	2
0.0168	0.009	0.0019	-0.0008	0.0014	0.0054	AFFY	2
0.0353	0.0154	0.0027	0.0059	-0.0019	-0.0029	AFFY	2
0.0313	0.0118	0.0004	0.0016	0.0045	-0.0017	AFFY	2
0.0146	0.0021	-0.0038	-0.0117	-0.0056	-0.0169	AFFY	2
0.0221	0.0066	-0.0044	0.0004	0.0003	-0.0003	AFFY	2
-0.0057	0.0177	-0.0133	0.007	-0.0033	0.0096	AFFY	2
0.0209	-0.0073	-0.0009	-0.0071	-0.0239	-0.031	AFFY	2
0.0034	0.0035	-0.0043	-0.0057	-0.0044	-0.0017	AFFY	2
0.0193	0.0057	-0.0056	-0.0013	-0.0032	-0.0007	AFFY	2
0.0128	0.0071	-0.0104	0.0043	-0.0043	0.0045	AFFY	2
0.0189	0.009	-0.0006	0.0039	0.0031	0.0063	AFFY	2
-0.0074	-0.0081	0.0133	0.0043	0.005	-0.0097	AFFY	2
0.0175	0.0046	-0.0012	-0.0033	0.0036	0.0027	AFFY	2
0.0177	0.0025	-0.0037	0.0027	-0.0011	0.0009	AFFY	2
-0.0159	-0.017	0.0049	-0.0044	-0.0064	-0.0016	AFFY	2
0.0157	-0.0022	-0.0008	-0.0156	-0.0129	-0.02	AFFY	2
-0.0008	-0.0102	0.0001	0.0011	-0.0043	0.0001	AFFY	2
0.0057	0.0006	-0.0016	0.0048	-0.0012	-0.0064	AFFY	2
0.0333	0.0229	-0.0019	0.0219	0.0063	0.0178	AFFY	2
0.0374	0.0171	0.006	0.015	-0.0014	0.004	AFFY	2
0.0551	0.0236	-0.002	0.027	-0.0274	-0.0127	AFFY	2
0.0334	0.0076	0.0019	0.0064	0.0057	-0.0026	AFFY	2
0.0008	-0.0057	0.0004	0.0001	0.0067	0.0082	AFFY	2
0.0176	0.0049	-0.0038	-0.0095	-0.004	-0.0003	AFFY	2
0.0052	0.003	0.0002	-0.002	0.0024	0.0051	AFFY	2
0.0075	-0.0044	-0.0022	0.0037	0.0017	0.002	AFFY	2
0.013	-0.0055	0.0099	0.0289	0.0065	0.0077	AFFY	2
0.0104	-0.0032	-0.007	-0.01	-0.0024	0.0065	AFFY	2
0.0069	0.0005	-0.0009	-0.0071	-0.0016	0.0026	AFFY	2
0.0243	0.0127	0.0025	0.0092	0.0013	0.0004	AFFY	2
0.0225	-0.0025	0.0238	0.0054	0.0247	0.009	AFFY	2
0.0256	0.0097	-0.0003	0	-0.0027	-0.0022	AFFY	2
0.0042	0.0004	0.0009	-0.0134	-0.0053	-0.0151	AFFY	2
0.0214	0.0059	0.0042	0.0052	0.0047	-0.0016	AFFY	2
0.024	0.0087	0.0028	-0.0048	0.0005	0.0002	AFFY	2
0.023	0.0099	-0.0003	0.0009	0.0036	0.0076	AFFY	2
0.0284	0.0147	0.0046	0.0101	-0.0033	-0.0039	AFFY	2
0.0243	0.0103	-0.0048	-0.0037	0.0007	0.0047	AFFY	2
0.0035	-0.0202	0.0254	0.0133	0.0009	-0.0109	AFFY	2
0.0122	0.0113	-0.0141	0.0014	0.0453	-0.0103	AFFY	2
-0.0015	-0.0135	0.0213	0.012	0.0025	0.0093	AFFY	2
-0.0082	-0.0099	-0.0041	-0.0428	-0.0062	0.0595	AFFY	2
0.0075	-0.009	-0.006	-0.0136	-0.0097	-0.0015	AFFY	2
0.0304	0.0101	0.0021	-0.0015	0.002	0.0004	AFFY	2
0.0251	0.0127	-0.0021	0.0102	-0.0021	-0.0042	AFFY	2
0.0101	0.008	-0.0007	-0.0047	0.0015	-0.003	AFFY	2
0.0124	0.0136	0.0025	0.0044	-0.0012	0.0031	AFFY	2
0.0035	-0.0023	0.0061	0.0019	0.0014	0.0021	AFFY	2
0.0214	0.0089	0.0018	-0.0029	-0.0041	0.0023	AFFY	2
0.0167	0.0104	0.003	0.0071	0.005	0.0065	AFFY	2
0.0122	0.0014	0	0.0022	0.0011	0	AFFY	2
-0.0011	-0.0127	0.0042	0	-0.0021	-0.0098	AFFY	2
0.012	-0.0055	0.0059	-0.0082	0.0056	-0.0186	AFFY	2
0.0184	0.0116	-0.0077	-0.0049	-0.0059	-0.0033	AFFY	2
0.027	0.0251	-0.0084	0.0204	-0.0194	-0.0084	AFFY	2
0.0276	0.0169	-0.0015	0.0009	-0.0021	0.0016	AFFY	2
0.0419	0.0149	0.0081	0.008	0.0066	-0.0057	AFFY	2
0.0305	0.0113	0.0048	0.0092	0.0011	-0.0041	AFFY	2
0.0097	-0.0026	-0.0074	-0.0161	-0.0061	-0.0279	AFFY	2
0.0421	0.0183	0.0003	0.0118	-0.0036	-0.0125	AFFY	2
0.0147	0.0025	0.0022	0.0016	-0.0005	0.0028	AFFY	2
0.0067	0.0006	-0.0049	-0.0138	-0.0045	-0.013	AFFY	2
0.0301	0.0079	0.0053	0.0066	0.0073	0.0002	AFFY	2
-0.0089	-0.0096	-0.0093	-0.0154	-0.0107	-0.0121	AFFY	2
0.0179	0.0042	0.0015	0.002	0.001	0.0069	AFFY	2
0.0177	0.006	-0.0093	-0.004	0.0165	0.0149	AFFY	2
0.0084	-0.0041	0.0082	-0.001	0.0029	0.0013	AFFY	2
-0.0068	-0.0096	0.0182	0.0088	-0.0007	0.0067	AFFY	2
0.0129	0.0079	-0.0054	-0.0089	0.0009	0.0005	AFFY	2
0.0048	-0.0105	0.0184	0.0036	-0.0067	-0.0045	AFFY	2
-0.0368	-0.0568	0.0666	0.0581	0.0119	0.0115	AFFY	2
-0.0047	0.0123	-0.0022	-0.0054	-0.0035	0.0047	AFFY	2
0.0181	-0.0099	-0.0018	-0.0078	0.0079	0.0288	AFFY	2
-0.0028	-0.0023	-0.0062	-0.0142	-0.0105	-0.0189	AFFY	2
0.0067	-0.0048	-0.0003	-0.0074	0.0078	0.0006	AFFY	2
0.0305	0.0127	0.0053	0.026	0.0019	-0.0119	AFFY	2
0.0044	-0.0131	0.0033	0.008	0.0047	-0.002	AFFY	2
0.0108	0.0038	-0.0091	-0.0134	-0.0063	-0.0114	AFFY	2
-0.0039	0.0142	-0.0056	-0.0386	-0.008	-0.0031	AFFY	2
0.0085	-0.0029	-0.013	-0.0297	-0.001	0.0431	AFFY	2
-0.0092	-0.0261	0.0273	0.0195	-0.0015	0.0043	AFFY	2
-0.0014	-0.0197	0.0218	0.0069	0.0056	-0.0028	AFFY	2
-0.0132	-0.017	-0.0055	-0.0231	-0.01	-0.0175	AFFY	2
0.0182	0.0071	0.0016	-0.002	-0.0007	0.0026	AFFY	2
-0.0071	-0.0106	-0.0011	-0.0136	-0.0076	-0.006	AFFY	2
0.0192	0.0028	-0.0057	-0.0017	-0.0028	-0.0035	AFFY	2
0.0119	0.0055	-0.0064	0.0024	-0.0018	-0.0019	AFFY	2
0.0254	0.0133	0.004	0.0088	-0.0024	0.0012	AFFY	2
0.0185	0.0024	0.0014	0.0044	0.0056	0.0082	AFFY	2
0.0186	0.0106	0.0009	0.0064	0.0014	0.0022	AFFY	2
0.0169	0.0115	-0.0006	-0.0049	0.0106	0.0007	AFFY	2
-0.002	-0.0079	-0.0107	-0.0064	-0.0014	-0.0059	AFFY	2
0.0368	0.027	0.003	0.0243	0.0033	0.0154	AFFY	2
0.0248	0.0095	0.0008	0.0118	-0.0229	0.0257	AFFY	2
0.0141	0.0055	0.0013	0.0004	-0.0013	0.0091	AFFY	2
0.0071	0.0034	-0.0054	-0.0122	-0.0091	-0.0085	AFFY	2
0.0208	-0.0027	-0.0037	0.0076	-0.0052	0.0041	AFFY	2
0.0219	0.0082	-0.0031	0.0041	-0.0014	-0.0007	AFFY	2
-0.0105	-0.0223	0.0244	0.0105	-0.0041	-0.0094	AFFY	2
0.0162	-0.001	-0.0018	-0.0018	0.007	0	AFFY	2
0.021	0.002	-0.0027	-0.0054	-0.0051	-0.0031	AFFY	2
0.0203	0.0044	-0.0036	-0.0095	0.0036	-0.027	AFFY	2
0.0316	0.0162	0.01	0.0005	0.0002	-0.0038	AFFY	2
0.0177	0.0229	-0.0089	-0.0029	-0.0125	0.0272	AFFY	2
0.0282	0.0254	0.0131	0.0096	-0.0058	0.0042	AFFY	2
0.0168	0.0091	0.0029	0.0091	-0.0005	-0.0138	AFFY	2
0.0157	-0.0005	-0.0023	-0.0018	-0.0023	-0.0013	AFFY	2
0.0131	-0.0002	0.0098	-0.0005	-0.0014	-0.0004	AFFY	2
0.0066	-0.0107	-0.0043	-0.0036	-0.0021	0.0037	AFFY	2
0.0325	0.0096	0.0023	-0.0003	0.0025	-0.0029	AFFY	2
0.0292	0.0145	0.0023	0.0083	-0.0025	0.0043	AFFY	2
0.0086	-0.0101	0.003	0.0062	0.012	0.0105	AFFY	2
0.0184	0.0049	-0.0085	-0.001	-0.0059	0.0019	AFFY	2
0.0024	-0.0095	0.0102	0	0.0009	0.0079	AFFY	2
0.0152	-0.0029	0.0085	0.0097	0.0029	0.0024	AFFY	2
0.026	0.0208	0.0097	-0.0065	0.0122	0.0173	AFFY	2
0.0167	0.0051	0.0083	-0.0005	-0.005	-0.012	AFFY	2
0.0177	0.0067	-0.0073	-0.0069	0.0031	0.0032	AFFY	2
-0.008	-0.0136	0.0044	-0.0069	-0.0019	-0.0083	AFFY	2
0.0186	0.0063	0.003	-0.0047	-0.0043	-0.0066	AFFY	2
0.0031	-0.0066	-0.0085	-0.0154	-0.0214	0.0036	AFFY	2
0.0269	0.0127	-0.0133	0.0099	0.0167	0.0097	AFFY	2
0.0019	-0.0162	0.0071	-0.0153	-0.0198	-0.0582	AFFY	2
0.0074	0.0014	0.0048	-0.0199	0.0014	0.0039	AFFY	2
0.015	0.0056	-0.0048	-0.0012	-0.0051	0.0009	AFFY	2
0.0151	0.0028	-0.0044	-0.0044	-0.0072	0.0015	AFFY	2
0.0167	0.0052	-0.0085	-0.0159	-0.0027	0.0367	AFFY	2
0.036	0.0127	0.0005	0.0062	0.0064	-0.0006	AFFY	2
0.0013	-0.0107	0.0028	-0.0035	0.0013	-0.0025	AFFY	2
0.0229	0.0086	-0.0007	-0.0003	-0.0014	-0.0033	AFFY	2
0.0212	0.0142	0.0016	0.0031	-0.0017	0.0038	AFFY	2
0.0196	0.0038	-0.0014	-0.0055	-0.0217	-0.0071	AFFY	2
0.006	-0.0034	0.0007	0.0001	0	0.0066	AFFY	2
-0.0054	-0.011	-0.0075	-0.0206	-0.0143	-0.007	AFFY	2
0.0169	0.0164	0.0028	-0.001	0.0028	0.0035	AFFY	2
0.0163	0.0003	0.0001	-0.0028	-0.0021	0.0047	AFFY	2
0.0188	0.0032	-0.0004	-0.0036	-0.0034	0.004	AFFY	2
0.0269	0.0094	0.002	0.0045	-0.0006	0.0036	AFFY	2
0.0108	0.0133	-0.0005	0.0068	-0.0044	0.0021	AFFY	2
0.0217	0.0081	0.0019	0.0047	0.0027	0.0044	AFFY	2
-0.0001	-0.0075	-0.0145	-0.0248	-0.0124	0.0156	AFFY	2
0.0041	0.0004	-0.0025	-0.0089	-0.0057	-0.0025	AFFY	2
0.004	-0.0041	-0.0017	-0.0052	0.0061	0.0052	AFFY	2
0.004	0.0038	-0.0012	0.0009	-0.0029	0.0082	AFFY	2
0.0263	0.0103	-0.0019	0.0033	0.0032	0.0022	AFFY	2
0.0194	0.0114	-0.0178	-0.0206	-0.0083	-0.037	AFFY	2
0.0204	0.0101	-0.0054	0.007	-0.0021	-0.0102	AFFY	2
0.0003	-0.0133	0.0154	0.0114	0.0065	0.0022	AFFY	2
0.0427	0.0113	0.0148	0.0101	0.0004	0.0063	AFFY	2
0.0273	0.0097	-0.0036	-0.0009	0.0008	-0.0024	AFFY	2
0.0179	0.0081	-0.0014	-0.0001	0.0039	0.0046	AFFY	2
0.0082	-0.0077	0.0178	0.0162	-0.0029	-0.0185	AFFY	2
0.006	0.004	0	0.0009	-0.0033	0.0039	AFFY	2
0.041	0.0175	0.0065	0.0095	0.0125	-0.0076	AFFY	2
0.0106	0.0016	0.0018	-0.0074	-0.0014	-0.0043	AFFY	2
0.0321	0.0135	0.0085	0.003	0.0009	-0.0015	AFFY	2
0.0096	0.0001	-0.0088	-0.0039	-0.0008	-0.0047	AFFY	2
0.0342	0.01	0.0036	0.0123	-0.0041	-0.0024	AFFY	2
0.0206	0.0097	0.001	-0.0007	0.0031	0.0065	AFFY	2
0.0181	0.0041	0.0023	-0.0007	0.0026	-0.004	AFFY	2
0.0031	-0.0069	-0.0024	-0.0148	-0.0141	-0.0151	AFFY	2
-0.0007	-0.0043	-0.0151	-0.037	-0.0104	-0.0298	AFFY	2
0.0245	0.0046	-0.0001	-0.0015	0.0025	0.0049	AFFY	2
0.0035	-0.0131	0.0146	0.0046	-0.0007	0.0006	AFFY	2
0.0332	0.0156	0.0041	0.0014	0.0124	0.0257	AFFY	2
0.0154	0.0067	-0.0026	-0.0064	0.0001	-0.0128	AFFY	2
0.0072	0.0045	-0.0081	-0.0081	-0.0025	0.0004	AFFY	2
0.0091	0.0054	-0.0041	-0.0014	0	-0.0024	AFFY	2
0.0339	0.0132	0.001	0.0046	-0.002	-0.0053	AFFY	2
-0.001	-0.0109	-0.0046	-0.0072	0.0031	0.0053	AFFY	2
0.0206	0.0051	0.0004	-0.002	-0.0039	0.0057	AFFY	2
-0.0039	0.0019	-0.0066	-0.0304	0.0082	0.0571	AFFY	2
0.0116	0.0028	-0.0003	-0.0023	0.003	-0.0049	AFFY	2
0.0407	0.027	0.0122	0.0124	0.0212	-0.0132	AFFY	2
0.0211	0.0092	-0.0027	0.0034	-0.0047	0.0208	AFFY	2
-0.0024	-0.0165	0.0233	0.0114	-0.0033	-0.0053	AFFY	2
0.0088	-0.0042	0.0076	-0.0015	0.008	-0.0063	AFFY	2
0.0274	0.0315	-0.0064	0.0015	-0.0087	0.0056	AFFY	2
0.0032	-0.0031	-0.0003	-0.0152	-0.0034	-0.008	AFFY	2
0.0344	0.0216	0.0061	0.0248	-0.0074	-0.0192	AFFY	2
0.0234	0.005	0.0023	0.0107	0.002	-0.001	AFFY	2
0.0172	0.0027	-0.0029	-0.0035	0.0079	0.0066	AFFY	2
0.0255	0.0149	0.0006	-0.0028	-0.0022	0.0024	AFFY	2
-0.0048	-0.0166	0.0175	-0.0009	-0.0241	-0.0104	AFFY	2
0.0197	-0.002	-0.0052	0.0035	0.0031	0.0141	AFFY	2
0.0355	0.0088	-0.0014	0.009	-0.0011	-0.0059	AFFY	2
0.004	0.037	-0.0047	0.0338	-0.0028	-0.0274	AFFY	2
0.0292	0.0202	0.0008	0.0023	-0.0089	-0.0014	AFFY	2
0.0303	0.0128	-0.0004	0.0136	0.0011	-0.0037	AFFY	2
0.0341	0.0273	0.0114	0.0117	0.0073	0.0134	AFFY	2
0.0212	0.009	0.007	0.0072	0.0011	-0.0039	AFFY	2
-0.0126	-0.0189	0.0132	0.0002	-0.0072	0.0005	AFFY	2
0.0233	0.0109	0.0015	0.0038	0.0012	0.003	AFFY	2
0.0329	0.0164	-0.0001	0.0001	0.0048	0.0259	AFFY	2
-0.0042	-0.0106	-0.0108	-0.0174	0.0033	0.0062	AFFY	2
0.0072	-0.0058	-0.0084	-0.0087	-0.0083	-0.0178	AFFY	2
0.0294	0.0149	0.0097	0.0032	-0.0004	0.0018	AFFY	2
-0.018	0.0182	-0.0294	0.0229	-0.0295	-0.0012	AFFY	2
0.0102	-0.0131	-0.0282	-0.0493	0.0166	0.0625	AFFY	2
0.0291	0.0194	-0.0046	0.0171	-0.0028	0.0229	AFFY	2
0.0207	0.0094	-0.0063	0.0021	0.0037	-0.0017	AFFY	2
0.0187	0.0094	0.0034	-0.0015	0.0021	0.0048	AFFY	2
0.0165	-0.0002	0.0064	-0.0032	-0.0026	0.0029	AFFY	2
-0.0114	-0.0133	0.0063	0.0001	0.0052	0.005	AFFY	2
0.0136	0.0047	-0.0024	0.0041	-0.001	0.0002	AFFY	2
0.0241	0.0015	0.0195	0.0076	0.0024	-0.0188	AFFY	2
-0.0161	-0.0267	0.0237	0.0042	-0.0079	-0.0116	AFFY	2
0.0195	0.0013	0.0019	0.0013	0.0035	-0.0037	AFFY	2
-0.0107	-0.0279	0.0184	0.0031	-0.0013	-0.016	AFFY	2
0.0071	-0.0004	-0.0024	-0.0168	-0.0039	-0.0194	AFFY	2
0.0211	0.012	-0.0013	-0.0058	0.0028	-0.0048	AFFY	2
0.0089	-0.0021	0.0054	-0.0061	-0.0049	-0.0132	AFFY	2
-0.0197	-0.033	0.0148	0.0057	-0.004	0.0014	AFFY	2
0.0356	0.0118	0.0036	0.0065	0.0001	-0.0054	AFFY	2
0.0422	0.0133	0.0046	0.0102	-0.0013	0.0015	AFFY	2
0.0157	0.0045	-0.0072	-0.0026	0.0008	-0.0052	AFFY	2
0.0185	0.0134	0.0005	0.0052	-0.0001	0.0024	AFFY	2
0.0247	0.0075	-0.0028	0.0091	0.0106	0.0011	AFFY	2
0.0097	0.0096	0.0076	0.0011	0.0044	-0.0021	AFFY	2
0.0318	0.0152	0.0013	0.0065	-0.0009	-0.0036	AFFY	2
0.0024	-0.0012	-0.0003	-0.0114	-0.0029	-0.0068	AFFY	2
0.0202	0.0122	0.0011	0.0061	-0.0033	0.002	AFFY	2
0.0198	0.008	-0.0004	0.0012	-0.0052	-0.0022	AFFY	2
0.0137	0.0009	-0.0099	0.0095	0.0011	0.0029	AFFY	2
0.023	0.0038	0.0014	0.0011	0.0015	0.007	AFFY	2
0.008	-0.0046	-0.0027	-0.0014	-0.0059	-0.0095	AFFY	2
0.0113	-0.0032	-0.0044	-0.0183	-0.0035	-0.0024	AFFY	2
0.0413	0.0251	0.0143	0.0078	0.0171	0.0127	AFFY	2
0.0069	-0.0126	0.0133	-0.0042	-0.0044	0.0035	AFFY	2
-0.0224	-0.023	0.016	0.0266	-0.009	-0.0159	AFFY	2
0.0151	-0.005	0.0125	0.0157	0.0061	-0.0007	AFFY	2
0.0414	0.0158	0.0055	0.0248	0.015	-0.0236	AFFY	2
-0.0036	-0.0152	-0.0106	-0.0375	-0.0134	0.025	AFFY	2
0.022	0.0042	0.0061	-0.0011	-0.0001	0.0012	AFFY	2
0.0201	0.0095	0.0048	0.005	0.0018	-0.0017	AFFY	2
0.0264	0.011	-0.0027	0.0011	0.0049	0.0057	AFFY	2
0.0271	0.006	-0.0018	0.0033	0.0061	-0.0048	AFFY	2
0.0198	0.006	0.0076	-0.0073	0.0009	0.0157	AFFY	2
0.0364	0.0196	0.006	0.0075	0.0027	-0.0007	AFFY	2
0.0065	-0.002	-0.0004	-0.0573	-0.0276	-0.0634	AFFY	2
0.0371	0.0164	0.0067	0.0169	0.0021	-0.0064	AFFY	2
0.0267	0.0161	0.0004	0.0032	0.0008	-0.0025	AFFY	2
