PC1	PC2	PC3	PC4	ETHNICITY
-0.0163104	0.00354638	0.00908339	0.0202736	1
-0.0215945	-0.000809083	0.00303983	0.00609757	1
-0.0242285	0.00703125	-0.00546481	-0.0239837	1
-0.0268679	0.000814547	0.00149869	-0.00659584	1
-0.00374543	0.00751804	0.00793221	-0.0276927	1
-0.0286305	0.00598744	0.00574393	-0.00012259	1
-0.0356785	0.0131401	0.0155157	0.00360726	1
-0.0207758	0.00314371	0.000185847	-0.00370643	1
-0.0194521	0.00135676	-0.00500124	-0.0226159	1
-0.0156418	-0.00186218	-0.0041633	0.0213053	1
-0.000523951	0.000540816	0.00141757	0.00156667	1
-0.0213285	0.00555015	0.00387469	-0.0135428	1
-0.0267608	0.00389736	-0.00284599	0.00243761	1
-0.00194824	0.00348099	0.00719472	0.0107124	1
0.0061485	0.00650275	0.000121306	-0.00236693	1
-0.00525662	0.0139603	-0.00497363	-0.0104216	1
-0.0201923	-0.00354211	0.000805251	0.00182793	1
-0.0200021	0.00296594	0.0038389	0.00642474	1
-0.018577	-0.00423228	-0.00135781	0.00151534	1
-0.0171295	-0.00179702	0.00532401	-0.0203282	1
-0.0227334	0.00141077	-3.28E-05	-0.0250659	1
-9.03E-05	-0.00676308	0.000795052	0.00267273	1
-0.013561	0.00835107	0.0111763	-0.00342928	1
-0.0244545	-0.000745836	0.00143138	-0.00108955	1
-0.00100511	-0.00218202	0.00068481	0.0112464	1
-0.0309581	0.00354846	0.0122347	-0.00101292	1
-0.0251398	0.00425836	0.00532269	-0.00180018	1
-0.00948727	-0.00940513	-0.00392591	-0.0200989	1
0.00591287	0.00269527	-0.00617725	0.0134707	1
-0.00358776	-0.00146777	-0.000559043	-0.00291876	1
-0.0189964	0.00270863	-0.000838317	-0.0193356	1
-0.0227616	0.00277997	-0.007875	0.0161231	1
-0.0112538	-0.00503144	-0.00189865	0.00879078	1
-0.0203154	-0.00553946	0.0065259	0.00239418	1
-0.00688425	0.00728552	-0.00212174	0.00424381	1
-0.0210158	0.00396208	0.00371416	0.0144047	1
-0.00975911	-0.0176288	0.0011401	0.00987882	1
-0.0222874	0.00278799	-0.000740117	0.000309013	1
-0.0265443	0.00608206	0.0119484	0.0178471	1
-0.0228552	-0.00302093	0.0131059	-0.00938881	1
-0.0340935	0.00792481	0.00169926	-0.0018024	1
0.00122906	-0.00676933	0.00714834	0.000778053	1
-0.027907	0.00527562	0.00155547	-0.0119794	1
-0.03169	-0.000356826	0.00228167	-0.0144408	1
-0.00857612	-0.000637654	-0.00433881	-0.00170362	1
-0.0137664	-0.0010027	0.00441474	0.0022797	1
-0.00113316	-0.00154642	-0.00906732	0.00740563	1
-0.0167875	-0.00249175	-0.000999371	0.00169295	1
-0.00502705	-0.00195708	-0.00713765	-0.00421503	1
-0.0175366	-0.0101677	0.00548989	0.00908239	1
-0.0126129	-0.000605779	0.000385633	0.00543449	1
-0.0295574	0.000567185	-0.00129703	-0.00291847	1
0.00181831	0.00753745	0.00562457	0.00420793	1
-0.0258487	0.00522347	0.00832301	-0.00128401	1
-0.00260593	-0.00524208	-0.00679212	-0.00476001	1
-0.0137482	-0.00447315	-0.00892895	-0.0206971	1
-0.0253717	-0.00027117	0.00109776	5.36E-05	1
-0.00941319	-0.00532059	0.00477432	0.0258538	1
-0.0257947	0.00409768	0.0037605	-0.0056085	1
-0.00801358	-0.00184142	0.0031343	-0.00647044	1
-0.0265315	0.00533759	0.00153557	0.0108696	1
-0.00579885	-0.00750488	-0.00119453	-0.0142433	1
-0.0271757	0.00352605	-0.00300982	0.00438799	1
-0.00467096	0.00392611	0.00410764	-0.00910032	1
-0.0177189	-0.00406692	0.0055173	-0.00349219	1
0.00704807	-0.0197013	0.00146763	0.00265031	1
-0.00832811	-0.00252889	-0.00575837	0.0104636	1
-0.021143	-0.00230277	-0.00962104	0.00925285	1
-0.0296356	0.00183188	0.000479997	0.00527644	1
-0.0168995	-0.00329982	0.00170642	-0.000989414	1
-0.0223262	-0.00149199	0.00562131	-0.0101966	1
-0.0239011	0.00378338	-0.00360929	0.00313147	1
-0.00104659	-0.003982	0.0072564	-0.00261744	1
-0.0326841	0.00614645	0.0187279	-0.00691703	1
-0.0124768	-0.00822983	0.00123337	0.000996319	1
-0.00969931	-0.00574902	-0.001259	-0.0051262	1
-0.0175491	-0.00652269	0.00308896	0.0064324	1
-0.0189686	-0.00232456	0.0117048	-0.00501591	1
-0.0234606	-0.00691673	0.00784661	-0.0122591	1
-0.0334942	0.00972684	0.00184616	0.0130548	1
-0.00810734	-0.00528585	-0.0138431	0.00517357	1
-0.0314313	0.00427019	-0.00386807	-0.0207117	1
-0.0214229	2.21E-05	0.000873425	0.00786643	1
-0.0208447	-0.000733566	-0.00575554	0.0193604	1
-0.0211901	-0.000173108	0.0025165	0.00333053	1
-0.0249558	-0.00545827	3.28E-05	0.00593219	1
-0.0105087	0.000158629	0.00197251	-0.00386324	1
-0.0123134	0.00204026	0.00369222	0.00175083	1
0.00379807	-0.00744815	-0.00997798	0.00193989	1
-0.0306965	0.00768082	0.0121094	0.00970147	1
-0.0360114	0.0139134	0.0107393	0.0361073	1
-0.033349	0.00667835	0.00491748	-0.0110658	1
-0.00888917	-0.00337574	0.00150418	0.00861547	1
-0.00695166	-0.00343092	-0.00327822	-0.00238509	1
-0.0221027	-0.000905868	-0.00187606	-0.0171191	1
-0.0262042	0.00510706	0.00272659	0.0141395	1
-0.0262988	-0.00219625	-0.00388187	-0.00725043	1
-0.0119512	-0.00635264	0.00244897	-0.000596607	1
-0.0215771	0.00287141	3.61E-05	-0.00149824	1
-0.0112562	0.00415406	-0.00275762	0.0115934	1
-0.0083016	-0.00494622	0.00183986	-0.000207545	1
-0.0219146	0.00894724	-0.00227292	0.00444237	1
-0.0362653	0.00892703	0.000927484	-0.00275291	1
-0.0274987	0.000489454	0.00742914	-0.00595972	1
-0.0269257	-0.00674305	-0.00335048	0.00886905	1
-0.0293936	0.00246786	-0.00129396	-0.00937761	1
-0.03733	0.00518881	8.21E-05	0.00271011	1
-0.0245249	0.00314146	-0.00324109	-0.0164147	1
-0.0191189	0.00230984	0.0109662	-0.00116852	1
-0.0275289	0.00556546	-0.00468579	-0.0143454	1
-0.00916899	-0.00508457	0.00444107	-0.00881349	1
0.00136812	0.00848137	0.00102638	-0.0091227	1
-0.0174874	-0.00371978	-0.0090786	0.00108654	1
-0.0333715	0.00582119	0.00531621	-0.00141682	1
-0.0196798	-0.0013602	-0.0093724	-0.0272847	1
-0.0108621	-0.00757999	7.60E-05	-0.0017377	1
-0.035473	0.014522	0.00358418	-0.0129759	1
-0.0249632	-0.00235625	0.000720645	9.44E-05	1
-0.0214751	0.00653953	0.00729565	-0.00128719	1
-0.0207393	0.00601748	0.0040568	-0.0159463	1
-0.0168314	0.00369403	0.000685359	-0.00686823	1
-0.0304495	0.00266585	0.00616177	-0.00456232	1
-0.0281583	0.00900908	0.00761687	0.000413885	1
0.010314	0.00575628	-0.00120495	0.00744878	1
-0.0179601	0.00298107	-0.00671536	-0.0210198	1
0.022799	0.0111746	-0.00748753	-0.00858505	1
-0.000416868	0.00283481	0.0051691	0.00832654	1
-0.0161007	0.00502735	-0.000984888	-0.00523394	1
-0.00826434	0.0132394	0.00259647	0.0126397	1
-0.0183723	-0.00111407	0.00380889	0.00556238	1
-0.0165912	0.00153719	0.00621306	-0.0019106	1
-0.0171923	-0.00507022	0.00367454	0.00351443	1
-0.0267395	-0.00378453	0.00708997	-0.00186403	1
-0.0232307	0.00448722	-0.00300429	0.0161384	1
-0.00322076	0.00905126	0.00639847	0.0129322	1
-0.0119708	-0.00507924	-0.00456823	-0.00172871	1
-0.0229056	-0.00154764	-0.00310859	0.0184496	1
-0.031443	0.00712024	0.00883505	0.0155494	1
-0.0059273	-0.00398987	-0.00524922	0.000464781	1
-0.0226423	0.0041919	-0.00111657	0.000873084	1
-0.00889337	0.00216825	-0.0058404	0.01507	1
-0.0163332	-0.00328255	0.0025485	-0.00965562	1
-0.0255967	0.00304837	-0.000887727	0.00770377	1
-0.0168583	-0.00367881	-7.22E-05	-0.0181396	1
-0.0190898	0.00037748	0.0012969	-0.000779998	1
-0.00901043	-0.00253818	0.000649788	0.00917365	1
0.0130691	0.00503043	-0.000641552	-0.00450938	1
-0.0264134	-0.00303294	0.00548671	-0.000153196	1
-0.0338035	0.0056329	0.00128947	0.0155182	1
0.0117047	0.00391801	-0.00647438	0.0175597	1
-0.0270729	0.00755797	0.0106999	0.0246474	1
-0.0290582	0.00664081	0.010964	0.0210196	1
-0.0105801	-0.00397903	-0.0234164	0.00728277	1
-0.0315466	0.00727377	0.00600475	-0.018084	1
-0.0374171	0.00841496	0.00126772	-0.0106156	1
-0.0284165	7.80E-05	0.00184888	0.00358976	1
-0.0206916	0.00713678	0.00996218	0.00781727	1
-0.01673	-0.000286484	-0.00208663	0.00462799	1
-0.0159404	5.82E-05	0.0050261	0.00496445	1
-0.0217386	-0.00132978	-0.00220431	-0.000700654	1
-0.0218708	0.00480718	0.00693334	0.013929	1
-0.0261327	-0.00120152	0.00156586	0.00245297	1
-0.0132198	0.00584347	0.0106081	0.002065	1
-0.0255231	0.00414706	0.00979373	-0.00579091	1
-0.0189307	-0.00157117	-0.00311899	-0.0101788	1
-0.0170865	-0.00141767	0.00606104	0.0137429	1
-0.0309414	0.0133036	0.010878	0.0130307	1
-0.0283017	0.010272	0.00859853	0.00285266	1
-0.0162537	0.000426667	-0.00183632	0.00812434	1
-0.0333281	0.00551294	0.012128	-0.000488213	1
-0.033526	0.0082605	0.00784063	-0.0136113	1
-0.0166381	-0.00103793	0.00236648	-0.00538201	1
-0.0132342	-0.00305901	-0.00555134	0.0145621	1
-0.0261359	0.00619199	0.00737175	-0.0103321	1
-0.0223664	0.00479645	-0.00193659	-0.00185184	1
0.000949668	0.0100782	0.00203147	0.00651629	1
-0.0247815	0.00862805	0.00675446	0.00428937	1
-0.0169227	0.0023434	0.00199915	-0.0145819	1
-0.0300374	0.00809278	0.00351363	-0.0137465	1
-0.0296881	0.00741923	0.00674632	-0.0171717	1
-0.0220067	0.0056387	0.00509502	0.00166546	1
-0.0240466	0.00866975	0.00265045	-0.00838801	1
-0.0269626	0.00755968	-0.00292731	0.0190166	1
-0.0274593	0.00389904	-0.00458674	-0.0126152	1
-0.0257218	0.00846345	-0.00896894	0.00449688	1
-0.0212292	0.000472494	0.0095279	0.00472192	1
-0.00493431	-0.0100452	-0.0134452	0.00817079	1
-0.0251422	0.0086268	0.00180911	-0.00859082	1
-0.020605	-0.00191728	-0.00361375	0.0174012	1
-0.0342841	0.00790419	0.00946784	-0.00703666	1
-0.020459	-0.00292344	0.00490496	0.00251408	1
-0.0241113	0.00583824	0.00281066	-0.00549338	1
-0.0313637	0.000726529	0.00395031	0.0149841	1
-0.0061154	-0.00649749	0.00374343	0.00482116	1
-0.0223451	0.00227025	-0.00158242	-0.00436436	1
-0.0254136	0.00508877	-0.00183235	-0.000521427	1
-0.00984341	0.00717279	0.00522465	-0.0041855	1
-0.0306392	0.000770637	0.00222027	0.000516246	1
-0.025299	0.00246079	-0.00757252	0.0187256	1
-0.0208417	0.00130832	6.44E-05	-0.00241538	1
-0.0311806	0.00336241	0.00163562	-0.00547727	1
-0.0300293	0.00624564	0.0118594	0.0140036	1
-0.0243573	0.00459031	0.00183441	0.00109685	1
-0.0194629	0.00143403	-0.00250928	-0.00756155	1
-0.0209092	0.00224096	0.00199189	0.000145464	1
-0.00970356	0.00286327	-0.00215624	0.00923155	1
-0.00287597	-0.00204452	-0.0114791	-0.014441	1
-0.00957103	-0.00269995	-0.00399186	-0.00048932	1
-0.0275219	0.0026565	0.00920713	-0.0125769	1
-0.0300375	0.00390134	0.000239292	0.0176338	1
-0.021637	0.000726013	0.00439189	-0.0051065	1
-0.0202457	-0.000522773	-0.0012397	-0.0124291	1
-0.00199507	-0.00837726	-0.0248062	-0.00466978	1
-0.0180068	0.00732155	-0.000788045	0.0178591	1
-0.0270818	0.00304524	0.00323341	-0.00709708	1
-0.0276713	-0.000812744	0.0112748	-0.0125196	1
-0.0313611	0.0038498	0.00618798	0.00118936	1
-0.02725	0.007984	0.00144336	-0.0183317	1
-0.0266232	0.0109992	0.000800746	-0.00645793	1
-0.00207479	0.0102513	0.00707793	-0.0102818	1
-0.000343927	0.000381571	0.00177139	0.0234764	1
-0.015668	-0.00686133	0.00672173	0.00564947	1
-0.0120872	0.00331713	0.00680181	0.0064261	1
-0.0300615	0.00641334	0.00395105	-0.00905427	1
-0.0173972	-0.00156072	-0.00311459	0.00386394	1
-0.0387146	0.00639976	0.00146851	0.00850516	1
-0.0264755	0.00108181	0.00737946	-0.00505325	1
-0.0104951	-0.00360705	-0.00155506	0.00435124	1
-0.0327847	0.00662683	0.00354668	0.00740868	1
-0.0389751	0.000445789	-0.00171769	-0.0154653	1
-0.0285346	0.00434509	0.000320746	-0.00259028	1
-0.0335012	0.00946089	-0.000855832	-0.0216543	1
-0.0277011	0.0024733	0.00657636	0.0118449	1
-0.00827049	-0.00939113	-0.00101059	-0.00436385	1
-0.0123868	-0.00320388	-0.00042057	-0.00210472	1
-0.00746309	-0.00160332	0.0117901	0.00431196	1
-0.0152763	-0.0119146	0.0152103	0.00795022	1
-0.00717994	-0.00221004	-0.00585048	0.0044336	1
-0.0114148	-0.00568172	-0.00267867	0.00228583	1
-0.0284896	0.000561526	0.00707145	-0.00297615	1
-0.0041043	-0.00147154	-0.00114065	0.00241857	1
-0.0233632	-0.00123741	0.00339861	-0.00819447	1
-0.0297679	0.0033618	0.000122955	0.013115	1
-0.0313796	0.00566822	-0.00218956	-0.00585509	1
-0.00492657	0.0118157	-0.000147998	-0.00810094	1
-0.0141404	0.002237	0.0122746	0.0142813	1
-0.00953547	0.00271292	0.002441	0.00426216	1
-0.0170312	-0.000500115	0.00544544	-0.0108954	1
-0.0175919	0.00239418	-0.00149943	0.0160831	1
-0.0299369	0.00613712	8.12E-05	0.00199121	1
-0.0267694	0.0164775	0.00721186	0.0134039	1
-0.00651031	0.000441159	-0.00185024	-0.000832433	1
-0.0221234	0.000721652	0.00462122	-0.00705926	1
-0.0126948	-0.00660696	0.0016291	0.00899845	1
0.00332017	-0.00885106	-0.0109559	0.000590497	1
0.00210874	0.00678075	0.00330809	0.00151394	1
-0.0116705	-0.00550393	-0.00560436	-0.00308202	1
-0.0173923	-0.00211488	0.0018161	-0.00641083	1
-0.0211458	0.00545368	0.000387495	0.019135	1
-0.0328459	0.00698973	-0.00475686	0.00420954	1
-0.0143556	0.00464851	0.00175714	0.00848254	1
-0.00676253	-0.00276422	0.000610794	-0.00328388	1
-0.0113037	-0.0122036	0.00701731	0.00655728	1
-0.017145	-0.0111687	0.00293532	-0.0152246	1
-0.0164474	-0.00277103	-0.000255472	0.00497606	1
-0.0180219	-0.00387281	0.00700593	-0.00553359	1
-0.0236495	0.0080913	-0.00139873	9.71E-05	1
-0.0128668	-0.00254732	0.00267781	0.0143337	1
-0.0194468	0.00328952	-0.00654794	-0.00966541	1
-0.0124956	0.000529655	0.00330667	0.00434766	1
-0.0325735	0.00627652	0.00762755	0.0031577	1
-0.0221057	0.00186605	-0.00409453	0.0021393	1
-0.0143185	0.00981859	0.00156886	-0.0297446	1
-0.024443	0.00740978	-0.000747726	-0.00730868	1
-0.0252236	0.00776182	-0.000539509	0.0280502	1
-0.0107151	-0.00284491	-0.0152194	0.00681541	1
-0.0139019	-0.00114703	-0.00543065	0.00709041	1
-0.0293315	0.00103986	0.00297087	-0.00506288	1
-0.0327631	0.00599574	0.0120715	-0.0147044	1
-0.0108276	-0.00630641	-0.000542512	0.00120769	1
-0.027299	0.00750401	0.00178835	0.0102742	1
-0.0270226	0.00477368	0.0073593	-0.00329078	1
-0.0299828	0.00361111	0.00360287	-0.0175946	1
-0.0248762	0.000491456	-0.00412253	0.011976	1
-0.0138394	0.00101995	-0.00112691	-0.0128873	1
-0.0239237	-0.0026593	0.0023411	0.0136741	1
-0.0213466	0.00248312	-0.000858695	0.0102305	1
-0.0142492	-7.24E-06	0.00155543	0.00450345	1
-0.0271402	0.00344446	0.0037212	0.00767741	1
-0.0301505	0.00610119	0.00530078	0.0162907	1
-0.0110954	-0.00479241	-0.00445402	-0.00363338	1
-0.0124344	-0.00486622	0.00213288	-0.00592248	1
3.34E-05	0.000122525	-0.00797234	0.00399441	1
-0.00930868	-0.0042161	-0.0161973	-0.00915012	1
-0.029252	0.00446773	0.00407684	0.00485628	1
-0.0318873	0.00583127	0.000592624	-0.0082214	1
-0.0223973	0.00585781	0.00438701	-0.0114282	1
-0.0282958	0.00453528	0.00732331	-0.000805726	1
-0.0353735	0.00507761	0.00528079	-0.0143308	1
-0.0050174	0.00686924	0.00442791	0.00157147	1
-0.0105039	0.00179869	-0.00146483	-0.0121467	1
-0.0192062	0.00430284	0.00546636	3.00E-05	1
-0.0228612	0.00662797	0.0032157	0.00336409	1
-0.0243347	0.00394375	0.00148468	0.0141743	1
-0.0214894	0.00235832	0.00108653	-0.00273082	1
-0.00367818	-0.00266767	-0.00372376	0.0100964	1
-0.00612911	-0.00949144	-0.00630173	-0.0116575	1
-0.022686	0.00423475	-0.00155764	0.00455645	1
-0.0309705	0.00383095	-0.00172686	0.00154834	1
-0.0225682	0.00118065	-0.00997343	-0.0131423	1
0.00211693	-0.0016156	-0.000595162	-0.00455172	1
-0.0281065	-0.00297807	0.00160221	-0.00676757	1
-0.0219717	0.00241595	-0.00536775	0.00266605	1
-0.0353792	0.00665833	0.00593452	0.00643969	1
-0.00444037	-0.00482987	-0.00407414	-0.00371629	1
-0.0372129	0.00689444	-0.00449246	-0.0114491	1
0.0037469	0.00354962	-0.00208476	0.00216181	1
-0.00506644	0.00227318	-0.0136507	0.00307443	1
-0.0343202	0.00648473	0.00746786	-0.00460812	1
-0.0359764	0.00336268	0.0137675	-0.00580169	1
-0.0257632	0.00696351	0.00302213	0.0108177	1
-0.00395195	0.0100008	0.0039086	-0.0106803	1
-0.0310534	0.00214245	0.00451243	0.0010854	1
-0.00277876	0.00589382	0.00341876	-0.0112728	1
0.00107892	0.00397204	0.00730631	-0.000784423	1
-0.0147376	0.00254292	-0.00533131	0.00418563	1
-0.0280748	0.0052223	0.00172794	0.0126544	1
-0.00988645	-0.00241025	-0.0219816	0.0112685	1
0.0151369	0.0022225	-0.000261872	0.00394976	1
