PC1	PC2	PC3	PC4	ETHNICITY
-0.0285721	-0.00229741	0.00151749	-0.0157892	1
-0.030355	0.0051627	0.00328387	0.023032	1
-0.0119614	-0.00459022	-0.00336876	0.00285011	1
-0.0281679	0.00418264	0.000966152	0.00709581	1
-0.0170706	0.00696084	-0.00278492	-0.0154093	1
-0.0106453	-0.00188824	-0.00441304	0.0209863	1
-0.0279506	0.0026542	0.00780261	0.00148599	1
-0.000710281	-0.0105527	-0.025849	0.00612811	1
0.00234641	-0.00578745	-0.00852226	-0.00818414	1
-0.0305154	0.00250821	0.00271696	0.00468993	1
0.000319563	-0.00933057	-0.00698006	0.0190335	1
-0.029652	0.00773535	0.00053714	-0.000440438	1
-0.0259039	0.00444819	0.000986625	-0.0183425	1
-0.0235438	0.00751244	0.00176851	0.0019982	1
-0.0265102	0.00743672	-0.00346844	-0.00786889	1
-0.0293035	0.00491978	0.00966565	0.00385856	1
-0.00577377	0.00599066	0.00815011	0.0194922	1
-0.0254889	0.00224576	0.000905335	0.021365	1
-0.0130515	-0.00286678	0.00618048	0.000550263	1
-0.0398165	0.00741002	0.000929234	-0.00621369	1
-0.0194349	-0.00188092	0.000880821	-0.0190336	1
-0.000576724	0.00573426	0.00649278	-0.00628621	1
-0.00863639	-6.10E-05	0.00190277	0.000447925	1
-0.0205565	0.00356482	0.0029476	0.00411063	1
-0.0283906	-0.000586633	0.00840964	0.00126444	1
-0.0030985	0.00281842	0.00494293	-0.00274926	1
0.014756	0.000461283	0.00145501	0.00125813	1
-0.031873	0.0144692	0.0127525	0.0101805	1
-0.0357194	0.00902623	0.00427514	-0.0105934	1
-0.0303168	0.00208955	0.00272542	0.0118305	1
-0.0144685	0.00527323	-0.00362188	0.00832867	1
0.00980257	0.00391223	0.00674411	-0.00262796	1
-0.0194581	0.00146708	-0.00715856	0.00543025	1
-0.0261495	0.00176658	0.00343244	0.00565592	1
-0.0103669	0.00689718	-0.00406027	-0.0157899	1
-0.0263189	0.00225672	-0.000117056	-0.0178751	1
-0.0305283	0.00526766	0.00868509	0.00933789	1
-0.0215625	0.00479903	-0.00409869	0.00171871	1
-0.017396	-0.00305854	0.00109643	-0.00739415	1
-0.0321606	0.0120797	0.0095221	0.00752075	1
-0.0348423	0.00605051	0.00229634	-0.0159427	1
-0.0191876	-0.00261894	0.0032126	0.0100925	1
-0.0256156	0.00727204	0.00597357	-0.014448	1
-0.0029799	0.00283076	-0.00326175	0.0096973	1
-0.0236766	0.00396653	0.00489217	0.00429634	1
0.00277367	-0.00824646	-0.00504243	-0.00354261	1
-0.026725	0.00775469	0.00175566	-0.00204038	1
-0.0328955	0.00904799	-0.00207855	0.00833583	1
-0.0279948	0.00976614	-0.00254692	-0.005709	1
-0.0288846	0.00200207	0.00546274	-0.00544405	1
-0.0134995	-0.00871789	-0.00317703	-0.00207665	1
-0.0213984	-0.00296904	-0.00400718	-0.00930254	1
-0.0101081	0.000487012	-0.00308114	-0.00421822	1
-0.0194128	-0.00271435	-0.00753447	0.00914409	1
0.0152394	0.00683429	-0.00168548	0.00465606	1
-0.0197672	-0.00509652	-0.00288639	0.0154878	1
-0.0149215	-0.00289967	0.00090404	0.00750953	1
-0.0120861	-0.00900673	-0.00446333	0.0110138	1
-0.0239546	0.000422704	0.00104826	0.00862215	1
-0.00964092	-0.00148658	0.0009629	0.00895171	1
0.00376105	-0.00465141	-0.00814646	0.0111296	1
-0.0198569	0.00616804	-0.000102255	0.0102191	1
-0.0259492	0.000946374	0.00483687	-0.0193528	1
-0.00944323	-0.00890017	0.0084371	-0.0110064	1
-0.0251981	0.00153633	0.00855221	-0.00733312	1
-0.0219515	0.00282219	-0.00439524	-0.0212175	1
-0.0068022	-0.00963229	-0.0089155	0.00350989	1
-0.0276994	0.00341548	0.00372178	0.00450259	1
-0.00150451	-0.00656042	0.00366466	0.0056046	1
-0.0235547	0.00444001	0.000120324	-0.00190258	1
-0.00974486	0.00395527	0.00298592	0.00282711	1
-0.0108163	-0.00378766	-0.00257784	0.00773808	1
-0.0297759	0.00620752	0.00364303	-0.00243077	1
-0.0166261	-0.00542032	-0.00340451	0.0158386	1
0.00518428	0.0054355	0.00242895	0.0108733	1
-0.0142531	-0.00489535	0.00114467	-0.00126894	1
-0.0247868	0.000931787	0.00263938	0.00310589	1
-0.0229027	0.00619833	-0.00101106	0.00220925	1
-0.0071327	-3.45E-05	-0.000175641	0.00855989	1
-0.0142485	-0.0138519	0.00990588	0.000872105	1
-0.00926287	0.00173284	0.00496467	-0.00128207	1
-0.0289656	0.00890133	0.0141491	-0.00351676	1
-0.0266006	0.00784482	0.00540557	0.012771	1
-0.0200004	-0.00103882	0.000101003	0.0106319	1
-0.0217461	0.00324611	0.00101093	0.0054483	1
-0.017773	0.00929755	0.00999096	-0.00195667	1
-0.0198312	-0.00202862	0.000611838	-0.00944851	1
-0.0194722	-0.00215055	-0.00189705	0.0105983	1
-0.0127134	-0.00269367	-0.00534806	0.00407874	1
-0.0328531	0.0118275	0.0112587	0.0108169	1
-0.00624464	-0.00180702	-0.00365368	-0.00492047	1
-0.0180435	-0.00847875	0.00324068	-0.000580678	1
-0.0115968	-0.000589373	-0.00900419	0.0154224	1
-0.0194002	-0.00315522	0.00109509	0.0100836	1
-0.0227308	0.0061332	0.00579267	-0.00712506	1
-0.000952917	0.00326893	0.00519032	0.00472599	1
-0.0369429	0.0053748	0.00692901	-0.0193638	1
-0.0131049	0.00534645	0.00541264	0.0121426	1
-0.0166077	-0.00543401	-0.00532609	-0.0176783	1
-0.00398069	0.000273247	0.00360763	0.000848655	1
-0.0157671	0.0049673	0.00130883	0.0040054	1
0.00209286	-0.00443533	-0.00597018	0.00517277	1
-0.00512665	0.00655217	0.00456905	-5.05E-05	1
0.00704895	-0.00754645	-0.0175673	-0.00142471	1
-0.0182852	0.00203942	-0.000953459	-0.00150809	1
-0.0228068	0.000460756	-0.00714926	0.00366521	1
-0.0335285	0.00734009	0.00527701	-0.000291847	1
-0.00110718	0.00538756	0.00339917	0.00203985	1
-0.00399064	0.0084408	0.00508293	-0.00463292	1
-0.0253684	0.0039109	-0.00348088	0.00739928	1
-0.0279167	-0.000538521	0.00261106	0.00947748	1
-0.00589439	0.00198538	0.00137739	-0.00540102	1
-0.0037924	-0.0112918	0.0110445	-0.000122584	1
-0.0305021	0.00496309	0.00331189	-0.0175066	1
-0.000962024	0.0094066	0.00411165	-0.0027376	1
-0.010121	-0.00368935	0.00469809	-0.000651285	1
-0.0189569	-0.00295961	0.00802678	0.00322019	1
-0.0304799	0.00744513	0.00766793	0.015244	1
-0.0281863	0.00179431	-0.00398764	-0.000321046	1
-0.0158152	-0.00441289	-0.000470756	-0.00159979	1
-0.0233595	-0.00340931	0.00322145	-0.0144871	1
-0.0297466	0.00817274	0.00745778	0.00375358	1
-0.0106361	0.00440185	0.00117462	-0.00159487	1
-0.0239255	0.000390478	0.00439234	-0.00319884	1
0.0174529	0.00219098	0.00395988	-0.00969105	1
-0.0302144	0.00785696	0.0054415	0.00593175	1
-0.0216905	0.00148482	0.000825055	-0.00964941	1
-0.0128243	-0.00482905	-0.00639496	-0.0153888	1
-0.02469	0.00585996	0.000966981	-0.00815755	1
-0.0239747	0.00317372	0.00757406	0.00327526	1
-0.0286221	0.00387072	0.00737133	0.0076418	1
-0.0127644	0.000896212	-0.00386705	-0.000526908	1
-0.00702977	-0.00546942	-0.00876167	-0.00204905	1
-0.023117	-0.00405413	-0.00476497	0.000438857	1
-0.0281297	0.0105053	0.00579259	-0.00254097	1
-0.0289489	0.0088213	-0.000990919	0.00241752	1
-0.00811162	-0.00047733	-0.00862612	-0.000423979	1
-0.00384497	0.0109645	0.00501649	0.00576796	1
-0.0373513	0.00710664	-0.000489629	-0.0113078	1
-0.0173547	0.0022396	-0.00147727	0.0170535	1
-0.0268431	0.00716006	0.00220819	-0.0242002	1
-0.027448	0.0032001	0.00174918	-0.00872582	1
-0.00378039	-0.000255249	-0.00514423	0.000924456	1
-0.00845478	-0.00127395	-0.00460695	0.00527058	1
-0.0275406	-0.00181519	0.0019486	0.00332339	1
-0.0170231	0.00209906	-0.00163828	0.00793599	1
-0.00223098	0.00445079	0.00399136	-0.00372435	1
0.0055907	-0.00519464	-0.00718767	-0.00175282	4
0.0132967	0.000136706	0.00088786	-0.00250678	4
-0.000748546	-0.00974645	0.0035116	0.00427239	4
0.0109702	-0.007741	-0.0203547	-0.00151614	4
0.0250837	0.0117999	0.00454522	0.00500375	4
0.0102125	-0.00569241	-0.003434	-0.00614942	4
4.43E-05	-0.0215827	0.00556162	-0.0083638	4
0.00593996	-0.0111821	-0.0166887	0.0032078	4
0.00110885	-0.0206397	0.00248157	0.00155827	4
0.0117338	-0.00747863	-0.0172461	-0.000732822	NA
-0.038597	0.0126524	0.00506204	-0.0174933	NA
-0.0122851	-0.00507437	0.00354004	0.0169786	NA
0.0193672	-0.00229731	0.00357746	-4.96E-05	NA
-0.0286958	0.0106085	0.00647514	0.0166272	NA
-0.00558272	-0.00104405	0.00126969	0.00394756	NA
0.0211267	0.00723249	0.00212603	-0.0119142	NA
0.0134576	0.0122081	0.00126277	0.0122023	NA
-0.0209982	-0.000867969	0.00206761	-0.0184818	NA
0.0139512	-0.00266335	-0.0121243	0.0186998	NA
0.0088084	0.00543767	0.000335698	0.00555618	4
0.00185734	-0.00678399	-0.0107717	-0.00603705	4
-0.0083909	-0.0119031	-0.0155845	0.00511045	4
-0.0305225	0.00619633	-0.00515232	-0.0258794	4
-0.0187449	0.00756891	-0.00117514	0.00814926	4
0.0018748	-0.0130737	-0.00865194	-0.00227685	4
0.00289817	-0.0126626	-0.0219252	0.0193021	4
0.000592584	-0.00521945	-0.000611781	0.00622614	4
0.0125421	0.00232112	-0.000281557	-0.00958576	4
0.00729404	0.00179865	0.000519288	0.0032992	4
0.0148317	0.00243217	0.0057687	-0.00322069	4
0.00941875	-0.000605886	-0.00487048	-0.00577	4
0.00605836	0.000786003	-0.0044358	0.00370555	4
0.0195683	0.00568629	0.00660599	-0.00339961	4
-0.0161388	0.00436156	-0.00316818	0.0127301	4
-0.00207217	-0.00621478	0.0014548	-0.00599348	4
-0.01197	-0.00445406	-0.00318271	0.0154085	4
0.00211372	-0.00598892	-0.00324192	-0.00512583	4
-0.0173572	-0.00496268	-0.00537323	0.00210432	4
0.00366559	0.000914518	-0.00299867	-0.0185842	4
0.0082538	0.0016606	-0.0088919	-0.0143899	4
0.00981291	-0.000322076	-0.00393441	-0.00356475	4
-0.000719171	0.00296384	-0.00476453	-0.00113211	4
0.00128623	-0.00851072	-0.00606374	-0.00914778	4
0.00495896	-0.00138511	0.00271432	0.0145831	4
0.00364611	-0.0103127	0.00824601	0.00469544	4
0.0100362	-0.00485842	-0.000745652	0.0112831	4
0.014875	0.0035926	0.00673893	0.00116533	2
0.0168604	0.0126184	0.0103974	0.0118754	2
0.0126347	-0.00209987	0.00730376	-0.00776997	2
0.0137795	0.00509873	-0.00854318	-0.00890363	2
0.0159904	0.00569713	0.00611468	0.00255416	2
0.0195196	0.015129	0.00685903	-0.00191138	2
0.0209028	0.0158518	0.00569299	0.0129459	2
0.00683987	0.00254834	0.00199809	0.00466492	2
0.008181	0.000582334	-0.00245194	0.00167567	2
0.00488986	0.00231455	-0.00505176	-0.0122401	2
0.0169069	0.0019233	0.00272275	0.0153682	2
0.0146546	0.00590465	0.00299724	-0.0216573	2
-0.0193139	0.00370736	0.00241426	-0.0197728	2
0.0112565	0.00970219	-0.00297818	0.0192297	2
0.00919331	0.00517323	0.0023324	-0.0162054	2
0.0122053	-0.00397011	-0.0123889	-0.00284347	2
0.0146452	-0.00270001	-0.00726315	0.0105547	2
0.00802907	-0.00203838	0.0052745	0.00913799	2
0.0119717	0.00286682	-0.0195445	-0.0156532	2
0.0180539	0.00275103	0.00563487	-0.00621281	2
0.0178555	0.00971888	0.0081228	0.000151625	2
0.0169439	0.00799794	0.00477099	-0.00108485	2
0.00724618	-0.00166679	0.00152657	-0.0083477	2
0.0125183	0.00824376	0.0063478	-0.00707269	2
-0.00559361	-0.00843335	0.000674844	0.00595716	2
0.0126293	-0.00459425	-0.0121319	0.0059899	2
-0.0123639	0.00857067	0.00318799	-0.00953311	2
0.0179091	0.0109856	0.00060214	0.00473267	2
0.0113383	0.00291811	0.0106989	-0.000706586	2
-0.00147251	-0.00239079	0.00204892	-0.000557704	2
0.0093508	0.00391638	-0.00203212	-0.00947555	2
0.0229667	0.0197026	0.00849818	-0.0019603	2
0.0161428	0.012396	0.00367605	0.00597138	2
0.0122042	-0.004214	0.00380563	0.000209006	2
0.000680485	-0.00312382	0.00302286	0.00752337	2
0.00940932	-0.00949048	-0.0299027	-0.00714896	2
0.0178101	0.00417612	0.00712224	-0.000111172	2
0.0187424	0.0108414	0.00351111	-0.00109856	2
0.0211358	0.0085649	0.00472852	0.00111801	2
0.0179322	0.00538406	0.00720431	-0.00190264	2
0.0241476	0.00939238	0.00474528	-0.00828906	2
0.0156739	0.0103312	0.00622495	-0.0176586	2
0.00876361	-0.00595366	-0.0150912	-0.00577458	2
0.00979946	-0.00517921	-0.00255047	0.00792601	2
0.0192448	0.00529977	0.00812876	-0.00733615	2
0.0100074	0.00462055	0.00706199	0.00351472	2
0.00771538	0.00423296	-0.0022273	0.000406156	2
0.0159138	0.00809141	0.00715785	0.00560522	2
0.0165704	0.00536022	0.0103551	-0.0158896	2
0.0131088	0.00557831	-0.00107978	0.00895585	2
-0.00472852	-0.0108195	-0.00236908	0.00537926	2
0.0149799	0.00824232	0.00291101	0.00790272	2
0.0105368	0.01115	0.0082297	0.0152054	2
0.0204572	0.0138204	0.00696255	-0.00297587	2
0.0218346	0.01223	0.0123951	-0.00745732	2
0.0200497	0.0152992	0.00313563	-0.0159749	2
0.0116508	-0.00294193	0.0044167	0.00589688	2
0.0117662	0.00674822	0.000220272	-0.00692134	2
0.0148235	0.00436404	0.00177982	-0.00611404	2
-0.0144328	0.00323552	-0.000510993	0.000528456	2
0.00623046	-0.0153961	0.0113888	-0.00186767	2
0.0161389	0.00943598	0.0019713	-0.0102091	2
-0.0180238	-0.00236302	-0.000254002	-0.00144084	2
0.00672643	-0.00249961	-0.0139042	-0.00445639	2
0.0152683	0.00229989	0.00489506	0.00720286	2
0.0222902	0.0114583	0.00677447	0.00625726	2
0.014102	-9.55E-05	-0.0053164	-0.0135096	2
0.0161375	0.00386563	0.00775507	-0.00315719	2
0.0154538	0.00982301	0.00701841	0.00966665	2
0.0138104	0.000909527	-0.00603315	0.0115796	2
0.0164421	0.000130879	0.00268675	0.00246673	2
-0.014213	-0.000442049	-0.0194307	0.0240048	2
0.0143377	0.00714993	0.00281248	0.00723977	2
0.0222953	0.00878241	-0.000516434	-0.00238997	2
0.0158009	0.00906991	0.00108571	-0.000531072	2
0.0207898	0.00245056	-0.00795802	0.011091	2
0.0234751	0.0156778	0.00747594	0.00873819	2
0.0135618	-0.00110749	-0.00664706	-0.00568827	2
0.00751571	0.00601858	0.00777011	0.0108502	2
-0.019869	0.000239232	0.0025033	0.00390113	2
0.015062	0.0015408	-0.00167736	-0.0160147	2
0.0200988	0.00270894	0.0125768	-0.00137818	2
0.0157917	0.00426265	0.00576265	-0.00571698	2
0.0143976	0.0070465	0.00322983	-0.000325436	2
0.000763897	0.00184362	0.00373667	0.0067626	2
0.0107191	0.00276692	0.00637659	-0.00944695	2
0.00961697	-0.00953702	0.00746627	-0.00182894	2
0.0199014	0.000950245	0.0122193	0.00637333	2
0.0102701	0.00204777	0.00295589	0.0192664	2
0.0132777	-0.000484729	-0.00911984	0.00835155	2
-0.0108506	0.00333288	-0.0080923	-0.00990043	2
0.0159625	-0.00134288	-0.00232263	0.0023907	2
0.0117063	0.0117936	0.00507262	-0.0218554	2
0.0111712	0.00463494	0.00829284	0.00181669	2
0.0105277	0.000856594	0.000779089	-0.000796405	2
0.0104908	0.0076394	-0.00216531	-0.00730148	2
-0.000728546	-0.00366935	-0.00463896	0.00105692	2
0.0175977	0.00303566	0.0103019	0.00959334	2
0.0192347	0.0176292	0.00975665	0.0202251	2
0.0108843	-2.13E-05	-0.00420768	-0.0114192	2
0.0182679	0.00290288	-0.00262878	-0.00748826	2
0.0142137	0.00396879	0.00362914	-0.00607742	2
0.00895923	0.00501742	-0.00628569	0.0175893	2
0.0124224	0.00664194	0.00855708	0.0170566	2
0.0159308	0.00320737	-0.00750002	-0.00671609	2
0.0204378	0.0116898	0.0069592	0.0143481	2
0.0107673	-0.000689815	-0.00562438	0.0121634	2
0.00192171	0.00541583	0.0123635	0.00261604	2
-0.0191126	0.00322722	0.00163829	0.00411359	2
-0.00337547	-0.00324522	0.000979889	0.00184837	2
-0.00987737	0.000570708	-0.00450369	-0.0173905	2
0.0097337	0.0113689	0.00707463	0.0037015	2
0.00599856	-0.00147881	-0.00650472	-0.0121716	2
0.0123888	-0.00216801	-0.00705635	-0.00955499	2
0.017182	0.0140879	0.0140778	0.0163464	2
0.0116995	0.0109109	0.000488862	-0.0101623	2
0.0183137	0.000888664	0.00856777	-0.00589127	2
0.0145618	-0.00814627	-0.0215568	0.00911554	2
-0.00675308	0.0116564	0.00427769	-0.00553679	2
-0.0289792	0.00185514	0.000707364	0.0140873	2
0.0170093	0.0149395	-0.00254679	-0.020387	2
0.0133757	0.00942383	-0.000248188	0.016504	2
0.0113394	0.00877162	0.0079748	-0.00337652	2
0.0158154	0.00703662	0.010402	-0.0113901	2
0.0133739	-0.0150308	0.00973019	-0.00130764	2
0.0136196	-0.00191266	0.0126249	-0.0194736	2
0.0160568	0.00697417	0.00884303	-0.00511429	2
0.0102347	0.00229376	-0.00832893	-0.00356173	2
0.00971158	0.00615133	-0.0006237	-0.000833471	2
0.0184492	0.0105331	0.00348683	0.00539522	2
0.0146877	0.0112638	0.0160708	0.0171677	2
0.0139807	-0.00998407	-0.022697	0.011893	2
0.0217551	0.00748064	0.00759611	0.0102622	2
-0.00231771	0.00485144	-0.00154987	0.00752829	2
0.0132036	0.00420418	0.000419137	0.0188104	2
0.0198648	0.0155207	0.00815696	0.0070328	2
0.0217733	0.0107504	0.00609686	-0.00248456	2
0.0066739	-0.000225411	-0.0120925	0.00920301	2
0.0189036	0.0134748	0.00647997	-0.0143043	2
0.0101803	-0.00143003	0.00368294	0.0126364	2
0.0236207	0.0120496	0.00691781	-0.00192214	2
0.0177183	0.0109608	0.0121768	-0.0214138	2
0.0203971	0.00880367	-0.00318781	0.000109501	2
0.0195582	0.017385	0.00835468	-0.00984548	2
0.00215564	0.00468051	0.0036705	-0.0132561	2
0.0126671	0.000710215	0.00751817	-0.0169363	2
0.018499	0.0133564	0.00580063	-0.0170727	2
0.0196791	0.00493118	0.006278	-0.00214061	2
0.0216949	0.00512777	0.0052672	0.0053959	2
0.0170533	0.00718751	0.00779302	0.00207414	2
0.020829	0.00641629	0.00236561	0.00182803	2
0.00626238	-0.0115791	-0.0276954	-0.00844365	2
0.0102799	0.00279359	-0.00237045	-0.00722252	2
0.0124918	-0.0102773	-0.0191586	0.00757881	2
0.0179585	0.00766865	0.00862675	0.00574171	2
-0.00248083	0.00272828	-0.00122117	-0.00158963	2
0.0183656	0.00248838	0.0126875	0.00237436	2
0.0178946	0.0109556	0.00813682	-0.0168121	2
0.010555	-0.00413144	0.00569307	0.00326383	2
0.0129879	0.00600343	0.0059171	-0.00316066	2
0.0137308	0.0118275	0.00290342	0.00132773	2
0.0140451	0.00335251	0.00209932	-0.00209601	2
0.0173652	0.00620362	0.00634838	-0.0150225	2
0.0210535	0.0151117	0.00746007	-0.00406102	2
0.0173688	0.00963346	-0.00112446	-0.0030031	2
0.0138915	0.00842457	0.00629355	2.79E-06	2
-0.0199894	-0.000420989	0.00549732	0.00719873	2
0.0191281	0.00592745	0.000946183	0.0188716	2
0.0056519	-0.0187577	0.00465336	-0.00136373	2
0.0250203	0.00638438	0.0119388	0.00354245	2
0.00707627	0.00384415	-0.00885288	-0.0142703	2
0.0165245	0.000817386	-0.0040072	0.00451562	2
0.0101833	-0.00727251	0.000382281	-0.0113903	2
0.00934237	0.00617711	-0.00267756	0.0018844	2
0.0239313	0.00359819	-0.00414895	0.0175542	2
0.00905392	0.00498797	0.000916247	-0.00528244	2
0.00980939	0.00520757	0.000800725	-0.0240425	2
0.0082806	0.00326112	0.00265122	0.00788421	2
0.00490589	0.00357445	0.0107236	0.00792803	2
0.000614305	0.0035108	0.00728747	-0.0095477	2
0.0140372	0.00196867	0.00769546	-0.0124738	2
0.00605865	-0.0157176	-0.00382736	-0.00280217	2
0.00931539	-0.00413945	-0.00490199	0.00124359	2
0.00745367	-0.0014338	-0.00452485	0.0054466	2
-0.0134174	-7.31E-05	0.00777107	0.00311986	2
0.0170333	0.00887677	0.00408029	-0.0130156	2
0.0128629	0.00352758	-0.0019229	-0.00640979	2
0.00886065	0.00575243	-0.00292555	0.000806267	2
0.0237578	0.0121718	0.0146226	0.00380449	2
0.0233652	0.00627832	0.00911822	-0.00559048	2
0.0142046	0.00500863	0.000705513	-0.0019596	2
0.0159416	-0.000735356	0.00740033	-0.00646347	2
0.0192027	0.0072229	0.00351652	0.00856509	2
0.00915391	0.00126916	-0.00343072	0.00072687	2
-0.00298798	0.00338172	-0.00280822	-0.00826202	2
0.00831992	0.0057662	0.0041564	-0.00827818	2
0.0154615	0.0132985	0.0138428	0.00746554	2
0.0191661	0.00530594	-0.000557168	-0.00110383	2
-0.00460408	0.00462824	0.00673168	0.00267656	2
0.0183239	0.0166657	0.0127952	0.0220663	2
0.00911192	-0.0176756	0.00109776	0.0156521	2
-0.0115146	0.00433064	-0.00585002	0.00224301	2
0.0150743	0.00596062	0.00440922	-0.00562136	2
0.0154154	0.00634119	0.00839164	-0.0115463	2
0.0256473	0.0107457	0.0141447	0.0102188	2
0.012035	0.00471423	0.00485936	-0.0108049	2
0.0197913	0.0144817	0.0088655	0.0175338	2
0.0222243	0.0156736	0.0095322	-0.0040136	2
0.00241255	0.00320023	-0.00275536	-0.0193534	2
0.0231691	0.00993476	0.0103967	0.00747958	2
0.0106834	0.0041071	-0.000673084	0.0080184	2
0.0176657	-0.000479184	0.00953371	0.00843298	2
0.0150147	-0.00234959	-0.019524	0.0233798	2
0.0105462	0.00304956	-0.00134976	-0.0110162	2
0.00419653	-0.00206923	-0.00262183	0.00955828	2
0.0209881	0.00944475	0.00632262	-0.00662375	2
0.0224855	0.0145807	0.00015831	-0.00209985	2
0.0158356	0.00616998	0.00238335	0.00916709	2
0.00900688	-0.00903355	-0.0112105	-0.00851179	2
0.0152315	0.010088	-0.00428085	0.0111804	2
0.00559206	0.00119616	0.000676265	0.0108697	2
0.0188335	0.00950269	0.00417678	-0.00660308	2
0.0139891	0.00464293	-0.000866007	0.00809276	2
0.0113226	0.0051695	-0.000353916	0.000437252	2
0.00364793	0.00897387	0.00431139	0.00632191	2
0.00513101	0.00960726	-0.000414745	0.0157379	2
0.0156698	0.00887173	0.000596284	-0.0138531	2
0.0170805	0.000574158	0.00479773	-0.00302992	2
0.0167857	0.00503505	0.0104039	0.0125857	2
-0.0106043	-0.0107594	-0.00636093	-0.00457713	2
0.00988571	-0.00381981	-0.00791968	0.0115824	2
0.0149797	0.00530702	-0.00702562	0.0127389	2
-0.017116	0.00123513	-0.00929816	-0.00786198	2
0.0154158	0.0101438	0.0103816	0.00595306	2
0.0136573	0.00643132	0.00464661	-0.00149443	2
0.0205495	0.0115228	0.0013923	0.00166748	2
0.0174714	0.00509599	0.0049546	0.00724677	2
0.0144286	0.00400333	0.00329872	-0.000221011	2
0.0117336	0.000164235	-0.0157444	-0.00132968	2
0.015564	0.00502916	0.0105947	0.000109293	2
0.0134037	0.00307363	0.000952456	0.00416133	2
0.0194379	0.0114344	0.00622696	-0.00557375	2
0.0165844	0.00230702	0.0117633	-0.0145718	2
0.0142813	0.00663976	-0.00413204	0.00370361	2
-0.000184048	0.00176007	-0.00375972	-0.0083816	2
0.0206536	0.00544204	0.00639284	0.00309006	2
0.024941	0.0101637	0.00343724	0.00456594	2
-0.0114481	6.46E-05	-0.00121458	0.0129031	2
0.0167762	0.0127692	0.00654763	0.00964025	2
0.0129334	0.00175082	0.00242726	-0.0107993	2
0.00330997	-0.0187707	0.00823353	0.00685597	2
-0.00456414	0.00087796	0.000670909	0.00830094	2
0.00763608	-0.00181464	0.00243712	0.00291553	2
0.0179938	0.0119781	0.00594592	-0.00212008	2
0.011585	-0.00378111	0.00493019	0.000292082	2
0.0100533	-0.00274616	0.00669103	0.0123958	2
0.0118713	0.00339205	-0.00229728	-0.00590797	2
-0.00428055	0.00259127	0.000625433	0.00450105	2
0.0195118	0.0161663	-0.0028539	-0.0035573	2
0.0108138	0.00654133	-0.0063094	-0.00676103	2
0.00865723	-0.000775457	-0.000434244	0.00729372	2
0.0118591	0.00278068	-0.000981882	-0.00874611	2
0.00998796	0.00339716	0.00250295	0.00887437	2
0.00943698	-0.000294649	-0.00759171	0.00912558	2
0.0171709	0.00850628	0.00598311	-3.47E-05	2
0.00658371	-0.000752318	-0.00111164	-0.0210978	2
0.0182571	0.00428613	0.00151133	-0.00812598	2
0.0150894	0.0083593	-0.00316247	0.0187023	2
0.00129222	-0.00546121	-0.00285251	-0.0234601	2
0.00771809	-0.0137832	0.00922344	-0.017312	2
0.0198595	0.00864119	0.0074686	-0.00225232	2
0.0151279	-0.000254129	-0.00553002	-0.00743481	2
0.0155792	0.00401151	-0.00454329	0.0135474	2
0.0163358	0.00417502	-0.000390768	0.000356569	2
0.0230729	-0.00170675	-0.00373682	0.00259481	2
0.0149622	0.0061795	0.00923207	0.00353527	2
0.0191514	0.0124805	0.00636603	0.00979804	2
0.0167627	0.00631561	0.00824483	-0.00948262	2
0.0100964	0.00804418	-0.003002	0.00916645	2
0.0143163	0.00102217	0.0106871	0.00652507	2
0.0175787	0.00307337	0.00423372	0.00775072	2
0.0128947	0.00607968	0.0037962	-0.0131295	2
0.00653304	-0.00567243	-0.0174194	0.00815136	2
0.0213224	0.010593	0.005208	-0.0157886	2
0.00596058	0.000870677	-0.0104098	-0.0132464	2
0.0124227	0.00342015	-0.0016936	0.0100694	2
0.0200485	0.00988318	0.00697294	0.00248753	2
0.0188092	0.0112671	0.00640721	-0.0177304	2
0.00959915	0.00159488	-0.00129514	-0.00610986	2
0.00960072	-0.00640609	-0.0105509	0.0210176	2
0.0108511	-0.0144496	0.00463295	-0.00557179	2
0.00678641	0.00520914	-0.00512207	-0.00415888	2
0.0120057	0.00592575	0.00402258	0.00170718	2
0.0139897	0.00778602	0.00229771	0.00617042	2
0.00507999	-0.00452854	0.00380417	0.000326573	2
0.0145369	-0.00575075	-0.00655861	0.004274	2
0.00970811	0.00215224	-0.00265442	-0.0155728	2
0.0129391	0.00223064	0.00261934	0.00180174	2
0.0234166	0.00865181	0.00841453	-0.00332948	2
0.0180911	0.00501683	0.00324656	0.00624764	2
0.00626908	-0.00166637	-0.0105749	-0.00282749	2
0.019148	0.00193477	0.00459717	0.0145288	2
0.020663	0.0136723	0.0109518	-0.00947434	2
0.00170232	0.0083356	-0.000647432	0.00955468	2
0.0154698	0.00310201	-0.00879069	-0.0129045	2
-0.00307595	0.0111543	0.00322164	-0.0146	2
0.00678978	-0.0130902	-0.0172609	-0.0196197	2
0.00323132	-0.00942459	-0.00249271	0.000110308	2
0.00671517	0.00558401	-0.00410994	-0.00447529	2
0.0110624	-0.000106311	0.00479475	0.0113005	2
0.0153283	0.0149807	-0.000483514	-0.000699905	2
0.016841	0.00948343	0.00547957	-0.00880214	2
0.0148294	0.00686153	-0.00162035	0.0012469	2
0.0151342	0.0119086	7.54E-05	-0.0113012	2
0.0120099	0.0123413	0.00268944	-0.0179269	2
0.0143619	-0.00405523	-0.0155168	0.00215002	2
